HomeType,Latitude,Longitude,Zip,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31
One Bedroom,47.677471,-122.12138,98052,WA,Redmond,Seattle-Tacoma-Bellevue,King County,96621.0,95796.0,95342.0,94505.0,94633.0,95315.0,95921.0,95832.0,95602.0,95724.0,96131.0,96344.0,96417.0,97069.0,97893.0,98252.0,97562.0,95966.0,95189.0,95143.0,95375.0,95210.0,94915.0,95207.0,95902.0,96697.0,97459.0,98806.0,99999.0,101461.0,102196.0,103438.0,104921.0,106396.0,107704.0,108645.0,109407.0,110047.0,110672.0,111858.0,112897.0,114614.0,115572.0,116856.0,117676.0,119038.0,120431.0,121983.0,123247.0,124325.0,125100.0,125882.0,126996.0,127511.0,128540.0,128679.0,129378.0,129553.0,130094.0,129937.0,130293.0,130762.0,131746.0,132119.0,132278.0,132645.0,133121.0,134170.0,134834.0,135605.0,135818.0,136617.0,136980.0,137508.0,137720.0,138460.0,138755.0,138961.0,138946.0,138734.0,138570.0,138177.0,138515.0,138566.0,138723.0,138532.0,138701.0,138795.0,139291.0,139441.0,139730.0,140127.0,140664.0,142056.0,142849.0,143929.0,145094.0,146804.0,148212.0,149151.0,150137.0,151401.0,152644.0,153857.0,155293.0,155930.0,157010.0,158196.0,160196.0,161509.0,162946.0,164203.0,165769.0,167837.0,170392.0,172948.0,175106.0,177411.0,179935.0,182628.0,184497.0,187158.0,189610.0,193294.0,196789.0,200141.0,203135.0,205817.0,209157.0,212552.0,215379.0,217207.0,218725.0,220579.0,223343.0,227463.0,231341.0,234274.0,235689.0,238218.0,239991.0,241463.0,242095.0,244614.0,247590.0,249883.0,250567.0,247637.0,243972.0,241024.0,240123.0,238727.0,236598.0,235098.0,233567.0,229272.0,224935.0,219818.0,216428.0,211950.0,208532.0,205564.0,203369.0,200810.0,198568.0,196317.0,195087.0,194978.0,193965.0,192516.0,189934.0,189730.0,190430.0,190346.0,188841.0,186438.0,184276.0,180713.0,177256.0,173862.0,172084.0,171287.0,170150.0,167971.0,163466.0,159333.0,155304.0,152426.0,150421.0,149750.0,148754.0,147081.0,144441.0,141881.0,140790.0,141033.0,142584.0,143734.0,144798.0,146054.0,147108.0,148315.0,149797.0,152359.0,154956.0,158395.0,160910.0,163521.0,165830.0,168498.0,172040.0,175537.0,178834.0,180977.0,182778.0,184726.0,187505.0,189047.0,190167.0,189899.0,189837.0,190528.0,191244.0,191538.0,191971.0,193580.0,195598.0,196963.0,198048.0,199071.0,200994.0,202931.0,205681.0,207839.0,209588.0,211926.0,213443.0,215012.0,216644.0,218517.0,220311.0,222862.0,225023.0,227691.0,229491.0,232180.0,235205.0,238308.0,241986.0,245159.0,248803.0,253174.0,257932.0,261749.0,265625.0,271057.0,277629.0,284480.0,291124.0,296419.0,300946.0,305897.0,310120.0,314379.0,317308.0,322709.0,327894.0,331961.0,334269.0,334534.0,333178.0,331542.0,331598.0,331586.0,330871.0,329748.0,328849.0,326665.0,323950.0,321961.0,322379.0,322681.0,323758.0,323931.0,323575.0,322788.0,323656.0,324149.0,327079.0,329070.0,333334.0,336050.0,338291.0,340409.0,342547.0,345555.0,348005.0,350442.0,351675.0,353047.0,352275.0,352126.0,350143.0
One Bedroom,47.671346,-122.34166,98103,WA,Seattle,Seattle-Tacoma-Bellevue,King County,121849.0,121903.0,121681.0,121098.0,120362.0,120246.0,120483.0,120909.0,120949.0,121152.0,121395.0,121833.0,122493.0,123158.0,124173.0,125560.0,127181.0,128050.0,128555.0,128941.0,129761.0,130638.0,131791.0,133242.0,135040.0,136571.0,137927.0,138947.0,140450.0,141826.0,143812.0,145822.0,148611.0,150662.0,152451.0,153670.0,154049.0,154344.0,154583.0,155857.0,156995.0,159130.0,160099.0,161351.0,162124.0,164468.0,166891.0,168865.0,170593.0,172722.0,175065.0,177427.0,179383.0,181248.0,183212.0,184888.0,186071.0,186978.0,187705.0,189223.0,191087.0,192894.0,194498.0,195430.0,196568.0,196901.0,197771.0,198680.0,199922.0,200841.0,201953.0,203563.0,204497.0,205588.0,206240.0,207480.0,208144.0,208951.0,209796.0,210777.0,211771.0,212382.0,213097.0,212657.0,213243.0,213202.0,213977.0,213816.0,214346.0,214766.0,215011.0,215339.0,215864.0,217087.0,218110.0,219726.0,221146.0,223138.0,224523.0,226707.0,229053.0,231975.0,234778.0,237065.0,239574.0,241713.0,244278.0,247079.0,250305.0,252711.0,255821.0,258540.0,261523.0,264303.0,267647.0,271649.0,275290.0,278605.0,282158.0,285674.0,288660.0,292473.0,295602.0,299100.0,302126.0,305506.0,308775.0,311395.0,314303.0,318392.0,321763.0,324195.0,325469.0,327273.0,329896.0,334290.0,338137.0,340541.0,340783.0,341997.0,341873.0,339774.0,335907.0,334286.0,334275.0,333953.0,332394.0,327681.0,322661.0,318738.0,317009.0,314199.0,311363.0,308856.0,308006.0,304160.0,300666.0,295954.0,292576.0,288094.0,284806.0,281147.0,278627.0,276544.0,275743.0,275813.0,276043.0,277148.0,276243.0,275694.0,274302.0,275028.0,275561.0,275086.0,272829.0,269627.0,266354.0,262359.0,257836.0,253672.0,250512.0,249052.0,247373.0,245645.0,241217.0,237767.0,234245.0,232344.0,229652.0,227205.0,225086.0,223139.0,221609.0,217914.0,215230.0,213362.0,214990.0,217405.0,219898.0,221990.0,224488.0,227597.0,231035.0,234427.0,237510.0,243030.0,248054.0,252544.0,254665.0,255779.0,258290.0,260586.0,263670.0,265163.0,266514.0,267790.0,269651.0,269344.0,268569.0,267596.0,267766.0,269180.0,269289.0,269915.0,270095.0,272005.0,273847.0,276338.0,279202.0,281829.0,284984.0,287342.0,292027.0,295798.0,300767.0,305543.0,310288.0,314790.0,319486.0,323343.0,326368.0,331406.0,338053.0,345587.0,350578.0,354967.0,358600.0,361764.0,365107.0,368312.0,373091.0,378886.0,384722.0,388737.0,390822.0,394768.0,400676.0,408555.0,417243.0,425377.0,432785.0,440397.0,445373.0,451106.0,456486.0,464882.0,472395.0,477947.0,480233.0,480704.0,478069.0,475417.0,473053.0,471095.0,467996.0,464540.0,460110.0,455312.0,450616.0,447430.0,446616.0,445029.0,444145.0,442136.0,439739.0,436373.0,435713.0,435501.0,437388.0,438030.0,440474.0,442074.0,443143.0,444127.0,445595.0,447752.0,449889.0,452246.0,453154.0,453405.0,452285.0,451601.0,449481.0
One Bedroom,47.68382,-122.30122,98115,WA,Seattle,Seattle-Tacoma-Bellevue,King County,115101.0,115319.0,115772.0,116596.0,117467.0,118157.0,118586.0,118856.0,119133.0,119485.0,119917.0,120352.0,120930.0,121655.0,121930.0,121794.0,121672.0,121989.0,122955.0,123822.0,124407.0,124807.0,125381.0,126220.0,127338.0,128450.0,130113.0,131984.0,133753.0,134992.0,135895.0,137398.0,139496.0,141423.0,142911.0,144108.0,144621.0,145220.0,145516.0,146507.0,147464.0,149158.0,150361.0,151682.0,152745.0,154921.0,156955.0,158675.0,159987.0,161381.0,163020.0,164356.0,165978.0,167018.0,168576.0,168985.0,169713.0,169634.0,170225.0,170763.0,172075.0,173326.0,174441.0,175227.0,175667.0,176299.0,176810.0,178107.0,178689.0,179291.0,179189.0,180097.0,180489.0,181234.0,181356.0,182004.0,182579.0,183107.0,183681.0,183787.0,184433.0,184790.0,185943.0,186111.0,186737.0,186597.0,187564.0,188356.0,189341.0,189892.0,190212.0,191231.0,192333.0,194219.0,195669.0,197373.0,198949.0,200967.0,202402.0,203779.0,205423.0,207560.0,209611.0,211027.0,212735.0,213733.0,214777.0,215905.0,218046.0,219943.0,222417.0,224269.0,226226.0,228439.0,231431.0,235193.0,238160.0,241710.0,245868.0,250799.0,254321.0,258170.0,260876.0,264969.0,268978.0,272867.0,276170.0,278597.0,281470.0,284755.0,287139.0,288548.0,289479.0,290829.0,293464.0,297165.0,300255.0,302649.0,303265.0,305102.0,306261.0,305632.0,303278.0,301973.0,302008.0,302540.0,302062.0,298402.0,294149.0,290200.0,289051.0,286636.0,283871.0,281293.0,280235.0,276707.0,273119.0,267889.0,264116.0,259851.0,256864.0,254054.0,251500.0,249321.0,247660.0,247754.0,248210.0,250025.0,249817.0,249545.0,247912.0,247804.0,248065.0,246966.0,244272.0,240666.0,237913.0,233716.0,228834.0,224030.0,221034.0,219689.0,218249.0,216563.0,212839.0,209936.0,206851.0,204824.0,202051.0,199393.0,198187.0,196413.0,195048.0,191355.0,189307.0,189474.0,191046.0,193616.0,195688.0,198072.0,200608.0,203038.0,204393.0,206862.0,208624.0,213474.0,216888.0,217531.0,217474.0,216241.0,218366.0,219710.0,221669.0,223295.0,224994.0,226351.0,228396.0,228871.0,229557.0,230058.0,231330.0,233667.0,234303.0,235405.0,236385.0,239180.0,242170.0,245023.0,247616.0,249436.0,251702.0,254635.0,258780.0,262263.0,265529.0,269371.0,272964.0,275903.0,278653.0,281099.0,283762.0,288118.0,292982.0,297797.0,300788.0,304090.0,307716.0,310454.0,313751.0,316444.0,321141.0,326509.0,331367.0,335020.0,337505.0,342447.0,348787.0,356374.0,364068.0,371797.0,377372.0,383701.0,387536.0,392970.0,398268.0,405121.0,412307.0,417812.0,421897.0,424045.0,423561.0,422582.0,422796.0,423577.0,422842.0,422432.0,420210.0,417864.0,413078.0,409203.0,407786.0,405598.0,404522.0,402433.0,401011.0,398533.0,398190.0,396276.0,397049.0,397433.0,401638.0,405148.0,407036.0,408921.0,410899.0,413529.0,415120.0,416719.0,417355.0,418306.0,417610.0,416632.0,413366.0
One Bedroom,47.61157,-122.30406,98122,WA,Seattle,Seattle-Tacoma-Bellevue,King County,115628.0,115486.0,115389.0,115384.0,115214.0,115366.0,115448.0,115998.0,116536.0,117163.0,117856.0,118583.0,119534.0,120615.0,121896.0,122965.0,124717.0,125771.0,127161.0,127098.0,127790.0,128327.0,129700.0,130900.0,132632.0,134407.0,136080.0,137362.0,138227.0,139680.0,141441.0,144610.0,146831.0,148971.0,150212.0,152264.0,153169.0,153750.0,154317.0,155978.0,157782.0,160246.0,161685.0,164281.0,166688.0,170604.0,173092.0,174970.0,176360.0,178551.0,180265.0,182391.0,184401.0,186230.0,188576.0,189683.0,191565.0,192084.0,193968.0,195629.0,198010.0,199857.0,202219.0,203233.0,204250.0,204994.0,205788.0,205609.0,204867.0,204585.0,205034.0,206023.0,206395.0,206643.0,206586.0,207272.0,207552.0,207256.0,206929.0,207557.0,208294.0,209051.0,209276.0,208855.0,208866.0,208750.0,209230.0,209704.0,210679.0,211657.0,212286.0,212772.0,213845.0,215022.0,215966.0,217135.0,218431.0,220424.0,221269.0,222161.0,223002.0,224797.0,226429.0,228017.0,229192.0,230253.0,231685.0,234120.0,237506.0,239859.0,243481.0,246431.0,250048.0,253340.0,257809.0,262762.0,267616.0,272048.0,276657.0,280732.0,283575.0,287336.0,290140.0,294132.0,297606.0,301299.0,304236.0,306074.0,308278.0,311438.0,313833.0,314906.0,315546.0,316719.0,319366.0,323315.0,326386.0,328207.0,327850.0,329369.0,329689.0,328750.0,326092.0,325876.0,326516.0,326924.0,325071.0,319747.0,314660.0,310565.0,309297.0,306106.0,303161.0,300475.0,299681.0,295947.0,292337.0,287629.0,285073.0,281753.0,278864.0,275649.0,273492.0,272428.0,271903.0,272061.0,271724.0,272432.0,271229.0,270446.0,268224.0,268127.0,268494.0,268400.0,266775.0,263646.0,260656.0,256478.0,252519.0,248839.0,246967.0,246369.0,245463.0,244029.0,239932.0,236504.0,232269.0,229816.0,226680.0,224073.0,221486.0,219515.0,217857.0,214274.0,211906.0,210827.0,212568.0,214698.0,217484.0,219934.0,223280.0,227392.0,232418.0,236805.0,239942.0,244922.0,249473.0,254091.0,258030.0,261405.0,265593.0,268609.0,271941.0,274137.0,275636.0,277124.0,279666.0,281651.0,283604.0,284338.0,284946.0,286348.0,286607.0,287870.0,288592.0,291094.0,293664.0,296718.0,300625.0,303329.0,306280.0,308757.0,312628.0,316021.0,320633.0,327068.0,333456.0,338745.0,343244.0,346858.0,349055.0,352836.0,357378.0,362651.0,366147.0,369693.0,372638.0,373979.0,375525.0,377194.0,381469.0,387741.0,394577.0,399427.0,402279.0,406791.0,413483.0,421760.0,431512.0,439924.0,447373.0,455663.0,461281.0,466908.0,471337.0,480150.0,490056.0,498293.0,503738.0,505367.0,502848.0,499677.0,498352.0,496154.0,493086.0,488441.0,484522.0,478828.0,472710.0,467334.0,464255.0,460560.0,458559.0,456414.0,454335.0,451200.0,450775.0,451807.0,453807.0,454368.0,456798.0,459586.0,461620.0,463471.0,465152.0,466993.0,467555.0,468508.0,467505.0,465390.0,461847.0,458910.0,454012.0
One Bedroom,47.733852,-122.34461,98133,WA,Shoreline,Seattle-Tacoma-Bellevue,King County,80298.0,80481.0,80573.0,80761.0,80993.0,81318.0,81511.0,81541.0,81540.0,81665.0,81824.0,81870.0,81928.0,82018.0,82088.0,82148.0,82098.0,81961.0,82147.0,82419.0,82802.0,83043.0,83437.0,84223.0,85211.0,86134.0,87217.0,88307.0,89412.0,90290.0,91143.0,92302.0,93534.0,94555.0,95274.0,95757.0,95891.0,95946.0,96009.0,96295.0,96877.0,98105.0,98833.0,99578.0,99862.0,100836.0,101817.0,102487.0,103273.0,104118.0,105126.0,106560.0,107972.0,108854.0,109620.0,109863.0,110847.0,111403.0,112240.0,113348.0,114486.0,115939.0,116978.0,117419.0,117568.0,117972.0,118974.0,119982.0,120614.0,121319.0,121977.0,122623.0,122947.0,123086.0,123296.0,123827.0,124031.0,124107.0,124036.0,124281.0,124519.0,124584.0,124637.0,124269.0,124098.0,123895.0,124366.0,124763.0,125727.0,126558.0,127252.0,128250.0,128881.0,129666.0,130310.0,131758.0,133447.0,135007.0,135664.0,136085.0,136398.0,137209.0,137385.0,137123.0,137462.0,138636.0,139906.0,140816.0,141799.0,142586.0,143714.0,145077.0,146615.0,147992.0,150670.0,153443.0,155947.0,157024.0,158778.0,160937.0,162883.0,165404.0,167710.0,170140.0,172089.0,173811.0,174999.0,176484.0,178635.0,181921.0,184381.0,186361.0,187911.0,189587.0,192229.0,195565.0,199515.0,202908.0,205429.0,207816.0,208828.0,208941.0,207896.0,207582.0,207645.0,207588.0,206663.0,204892.0,202753.0,201235.0,200376.0,198704.0,196710.0,194567.0,193130.0,190187.0,187653.0,184812.0,183088.0,180070.0,176958.0,173774.0,171760.0,170938.0,171411.0,171997.0,173052.0,174244.0,174356.0,173997.0,172651.0,172834.0,173628.0,173635.0,172570.0,170549.0,168106.0,165385.0,162106.0,159411.0,157095.0,154610.0,151426.0,147706.0,143252.0,140404.0,137536.0,135672.0,133017.0,130883.0,128766.0,127437.0,126527.0,126399.0,126849.0,127793.0,129201.0,129744.0,129933.0,128925.0,128974.0,128991.0,130431.0,131405.0,132651.0,134403.0,136466.0,138710.0,140640.0,143094.0,145710.0,148596.0,151208.0,154708.0,157525.0,159446.0,161091.0,161656.0,162603.0,162771.0,163328.0,163628.0,164722.0,166922.0,169825.0,171742.0,172802.0,174021.0,175459.0,176917.0,178559.0,180449.0,182937.0,184782.0,186699.0,188669.0,190414.0,192316.0,194797.0,197871.0,200480.0,203847.0,206664.0,209916.0,212379.0,216079.0,219707.0,222831.0,225663.0,228231.0,231629.0,235160.0,238924.0,241643.0,243740.0,246570.0,251157.0,256330.0,261318.0,265767.0,269125.0,273162.0,275368.0,278667.0,281562.0,286434.0,291728.0,296152.0,298285.0,298656.0,297322.0,295584.0,294351.0,293045.0,292085.0,290522.0,289387.0,287395.0,285273.0,282920.0,282488.0,281542.0,282210.0,281939.0,282354.0,282518.0,283853.0,286118.0,288439.0,290209.0,291916.0,293918.0,295579.0,297477.0,298678.0,300641.0,301717.0,302567.0,302342.0,301103.0,299368.0,297790.0,295916.0
One Bedroom,47.630648,-122.34675,98109,WA,Seattle,Seattle-Tacoma-Bellevue,King County,123371.0,123535.0,123124.0,122168.0,120872.0,120568.0,120906.0,121739.0,122103.0,122324.0,122485.0,122841.0,123536.0,123974.0,124917.0,126516.0,128607.0,129597.0,130163.0,130173.0,130485.0,131161.0,132319.0,133794.0,135338.0,136795.0,138313.0,139581.0,141371.0,142946.0,144475.0,146321.0,149469.0,152278.0,154492.0,156111.0,157175.0,158100.0,158717.0,160066.0,161303.0,163105.0,164000.0,164487.0,164522.0,165892.0,168199.0,170337.0,172138.0,174152.0,176333.0,178371.0,179970.0,181762.0,184035.0,186537.0,188520.0,190017.0,191203.0,192474.0,193898.0,195054.0,196264.0,197052.0,197630.0,197591.0,198082.0,198355.0,198817.0,198773.0,198728.0,199212.0,199194.0,199400.0,198938.0,198828.0,198682.0,198916.0,199151.0,199687.0,200230.0,201001.0,201839.0,201738.0,202022.0,202062.0,203134.0,204079.0,205389.0,205706.0,205334.0,204849.0,205148.0,205885.0,206383.0,207577.0,209119.0,211291.0,212681.0,214286.0,216116.0,218945.0,221831.0,224456.0,226429.0,228134.0,230118.0,232471.0,235468.0,237296.0,239756.0,241554.0,243593.0,245930.0,249086.0,253415.0,257670.0,261830.0,266141.0,270522.0,273690.0,277827.0,281198.0,285606.0,289518.0,293242.0,296835.0,299052.0,301737.0,304866.0,307993.0,309705.0,310894.0,312567.0,315510.0,319477.0,323018.0,325475.0,325942.0,327459.0,327706.0,327009.0,324221.0,323412.0,323267.0,322582.0,320258.0,316219.0,311870.0,308474.0,306483.0,303552.0,300971.0,297784.0,295946.0,291199.0,287936.0,283779.0,281377.0,276709.0,273180.0,269445.0,266887.0,264904.0,262781.0,262179.0,261414.0,262693.0,261394.0,260444.0,258138.0,258122.0,258569.0,258360.0,256865.0,253889.0,251408.0,248465.0,245704.0,242807.0,241080.0,239791.0,238256.0,236630.0,233081.0,229481.0,226001.0,224388.0,223196.0,221532.0,219930.0,217976.0,216437.0,215024.0,214971.0,216079.0,218901.0,222994.0,226953.0,230060.0,232861.0,236288.0,240716.0,245300.0,249094.0,254304.0,259498.0,264383.0,266711.0,267995.0,270810.0,274253.0,278158.0,280863.0,282344.0,283786.0,286323.0,286453.0,285381.0,282958.0,283097.0,285108.0,285590.0,286184.0,285819.0,287757.0,290189.0,293146.0,296182.0,298676.0,302439.0,306253.0,311597.0,314540.0,318427.0,322783.0,328452.0,333178.0,337588.0,341124.0,343713.0,348512.0,353448.0,359062.0,362476.0,367068.0,371635.0,375071.0,377903.0,380020.0,384314.0,390061.0,397244.0,402461.0,405976.0,410584.0,417511.0,426328.0,435765.0,444531.0,453208.0,463614.0,470930.0,478261.0,483827.0,493566.0,504099.0,513611.0,518951.0,520674.0,518866.0,517335.0,516102.0,513604.0,510229.0,505568.0,499813.0,491974.0,484546.0,479258.0,477366.0,474851.0,472938.0,469771.0,466205.0,462243.0,461548.0,463198.0,468257.0,470991.0,473922.0,474654.0,475364.0,476021.0,477077.0,478489.0,479432.0,480189.0,478551.0,474883.0,468709.0,463912.0,458063.0
One Bedroom,47.71828,-122.19702,98034,WA,Kirkland,Seattle-Tacoma-Bellevue,King County,66762.0,66500.0,66257.0,65541.0,64805.0,64171.0,63804.0,63676.0,63647.0,64199.0,65280.0,66371.0,67340.0,68050.0,69180.0,70451.0,71999.0,73416.0,74564.0,75658.0,76681.0,77266.0,76908.0,76746.0,77131.0,77920.0,78159.0,78831.0,79634.0,80741.0,82259.0,83662.0,85336.0,86269.0,87700.0,89252.0,90496.0,91683.0,92474.0,93138.0,93611.0,94455.0,94757.0,95004.0,95146.0,95994.0,96965.0,97502.0,98121.0,98642.0,99410.0,100284.0,101397.0,102659.0,104087.0,104953.0,105460.0,105588.0,106145.0,106817.0,107732.0,108492.0,109171.0,109368.0,109430.0,109339.0,109416.0,109959.0,110400.0,111036.0,111243.0,111885.0,112081.0,112241.0,112314.0,112815.0,113169.0,113577.0,113957.0,114570.0,115136.0,115642.0,116075.0,116127.0,116407.0,116775.0,117707.0,118203.0,118865.0,118832.0,118880.0,118477.0,118515.0,118954.0,119488.0,120062.0,120549.0,121261.0,121204.0,121233.0,121461.0,122333.0,122811.0,123322.0,123876.0,123744.0,123628.0,123783.0,124926.0,125517.0,126484.0,127441.0,128505.0,129566.0,130884.0,132459.0,133876.0,135552.0,137685.0,139835.0,141402.0,143612.0,145591.0,148142.0,150494.0,153155.0,155855.0,158105.0,160718.0,164103.0,167073.0,169651.0,171174.0,172949.0,175391.0,178696.0,181561.0,183319.0,184024.0,185876.0,187062.0,187099.0,185986.0,185998.0,186560.0,186469.0,185196.0,182359.0,179880.0,178065.0,177796.0,176701.0,175298.0,173791.0,172831.0,169881.0,168063.0,165758.0,165028.0,162709.0,160731.0,158559.0,156605.0,154715.0,152876.0,151833.0,151268.0,151381.0,149922.0,148128.0,145836.0,145609.0,145493.0,145056.0,143088.0,140861.0,139142.0,136701.0,134018.0,131654.0,130007.0,129212.0,126922.0,123953.0,119425.0,116016.0,113406.0,112167.0,110768.0,110223.0,109623.0,108941.0,107917.0,106956.0,107144.0,107687.0,109454.0,110695.0,112486.0,112852.0,113387.0,112941.0,112972.0,113490.0,114291.0,115968.0,118095.0,120959.0,123706.0,125641.0,127367.0,128825.0,130394.0,131800.0,133189.0,134296.0,136612.0,137159.0,137302.0,136159.0,135819.0,136932.0,138011.0,140189.0,142489.0,146496.0,149902.0,152891.0,154445.0,156273.0,158247.0,160334.0,162276.0,163395.0,164512.0,165934.0,167185.0,167040.0,167513.0,168335.0,170357.0,173157.0,175704.0,178437.0,180548.0,183830.0,187185.0,190058.0,192651.0,195693.0,199456.0,203688.0,207387.0,210035.0,212787.0,216551.0,221614.0,226398.0,231595.0,236629.0,241267.0,246447.0,250093.0,254158.0,256850.0,261310.0,265902.0,270827.0,273993.0,275845.0,275375.0,274332.0,273719.0,273244.0,272721.0,271811.0,271132.0,270348.0,269115.0,268290.0,268681.0,268481.0,269019.0,268398.0,268991.0,268690.0,270258.0,271555.0,274512.0,277019.0,280789.0,283466.0,285724.0,288365.0,291247.0,295131.0,297584.0,300215.0,301308.0,302374.0,301970.0,301345.0,299555.0
