HomeType,Latitude,Longitude,mercator_x,mercator_y,SizeRank,Zip,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
Four Bedrooms,29.70053,-95.53514,-10634923.137664102,3465113.5570690297,61,77036,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,127406,126927,126598,125715,125163,123669,122730,122749,123733,124705,124360,124681,125016,125605,125684,125909,125763,127619,128932,128861,127954,126862,128233,128119,128461,128455,128592,128675,128945,128137,127206,126563,125593,125363,124167,124086,123281,123045,123615,124491,125126,125897,126568,126971,126821,126263,126402,126886,127907,128172,128112,127922,128068,128185,128620,129261,130521,131524,132390,132771,132696,132473,131879,131838,131846,132397,132595,132272,131876,131870,132186,132593,132959,133531,134012,134019,133767,133573,133811,134672,135360,135318,134866,134064,133732,133283,133275,133723,134310,134786,134606,134196,133913,134430,135180,136253,137189,138472,140053,141037,142028,142127,143037,143582,144253,144596,145014,145405,145498,145636,145310,145289,144765,144916,144715,145079,145115,144974,144877,144950,145900,146389,147208,147490,148355,148923,149309,149389,149671,150659,151398,151952,151686,151528,150925,150446,150102,150143,150234,150166,150233,149647,149348,148913,148319,147323,146255,145684,144884,144129,143754,143981,143728,143710,142700,141805,140964,140797,140926,141024,141063,141323,141194,140870,140385,139937,140300,140615,141053,141239,141594,141847,142125,141878,141458,140320,139816,139292,139573,139739,139545,138846,137660,137043,136467,135927,135344,135499,135787,135952,134623,133517,132947,133199,133444,133213,133316,133657,134492,134803,134849,134434,135178,136422,138270,140223,142770,144869,146240,146943,148063,149923,152110,155041,157744,159932,161202,161993,162419,163790,165606,168835,171743,173941,175968,177590,178755,179133,179522,180824,182712,184108,185745,186401,186369,186577,186202,186688,187043,188895,191329,192903,193709,194306,194856,195690,197281,199485,202134,203916,205869,207090,207626,208106,208575,209252,209626,210019,209674,208538,207815,208006,208417,208627,208756,209208,210585,212383,214387,215471,216724,217949,218933,218979,219616,220534,222282,222895,222720,221342,220528,220765,221744,222359,221656,220946,219714,219012,218362,218658,219277,220337,221111,221693,221927,222764,224811,227392,230302,233023,235620
Five Bedrooms And More,29.70053,-95.53514,-10634923.137664102,3465113.5570690297,61,77036,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,161624,161158,160383,159225,158000,157528,157697,158498,159908,160897,160330,159651,159331,159936,160242,160566,161309,161968,161858,161096,159696,159007,161226,162983,164444,164499,165933,166853,167527,166424,165405,164440,163604,162971,160865,160178,159043,158759,158073,158243,158147,159054,159865,160152,160030,159601,160055,159912,160438,160419,160166,159492,158958,158435,158266,158702,159569,160140,160785,161550,161909,161876,161662,161703,162204,162660,162868,162152,161161,160994,160965,161537,161656,162281,162474,162895,162572,162895,163121,164366,165607,165829,165557,164119,163723,163445,164117,164636,165083,165152,164868,164489,164161,164568,165051,166279,167183,167986,169155,170091,171815,172246,173568,174147,175091,175886,176581,176786,176708,177177,176659,175847,174261,174329,174490,175522,175925,175482,175513,176531,178540,179423,180826,182224,183955,184836,185088,184586,184300,185110,185671,185431,184379,183878,182457,181031,180069,179502,178822,177803,177358,176636,176362,175731,174938,174027,173875,173161,171703,170104,169838,170302,170158,169322,167416,165767,164242,163021,161676,161861,162506,163679,163326,163461,163559,164499,165595,166737,167474,167821,168589,168945,169209,168680,167935,165806,163897,162370,162172,162032,161939,161584,160482,159210,157930,156822,156250,156652,157300,157571,156639,155690,154920,154822,154956,155287,155646,156157,156621,156913,157094,156855,157209,158311,160245,162173,164460,166487,168157,169222,170782,173012,175388,178296,181322,184050,185603,186397,186949,188218,190548,194295,198542,201352,204042,206287,207325,207260,207893,210421,213651,215359,216830,217223,216530,215815,215085,215043,216207,218140,220447,221534,221383,222068,221440,221273,221510,223680,225618,226800,227385,228078,228100,228189,229219,230054,231791,233349,234797,234458,234589,234923,235854,236306,237256,238091,238724,239757,240713,241368,241449,241990,242158,242334,242421,243258,244371,244717,244797,243525,243241,242530,243225,243841,244325,245086,245368,245655,245288,245653,246556,248357,249427,251137,252220,253637,255457,257269,259647,262020,264954
Condominium and Co-operative Homes,29.70053,-95.53514,-10634923.137664102,3465113.5570690297,61,77036,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52906,53672,54106,54870,55066,54936,54626,54497,54446,54342,54309,54371,54429,53700,52825,52164,52176,52264,52470,52488,52688,52775,52470,51929,51565,51557,51676,51314,51165,51223,51334,50921,49788,48928,48320,47911,46860,46290,45771,45948,45563,45491,45227,45548,46111,46368,46788,46923,47763,48123,48390,47860,47045,46012,45241,44498,43886,42920,41729,40681,40286,40253,40141,39851,39836,39876,39941,39738,39356,39484,39788,40454,40473,40327,40160,40288,40562,40633,40635,40682,40841,41090,41373,41576,41593,41611,41649,41969,42282,42765,43153,43757,44409,44774,45125,45264,45776,45990,46329,46492,46656,46827,46960,46899,46678,46791,46794,46847,46647,47010,47360,47668,47788,47875,48129,48390,48827,49001,49204,49463,49763,49799,49911,50218,50732,51188,51490,52016,52555,53114,53463,53673,53916,54352,54538,54564,54538,54435,54538,54674,55246,55904,56326,56461,56551,56566,57012,57483,58007,58497,58868,59097,58931,58722,58793,59127,59453,59743,59759,59746
Single-family Residences,29.70053,-95.53514,-10634923.137664102,3465113.5570690297,61,77036,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,107408,107015,106222,104825,104038,102731,101817,101086,101445,101891,101736,102318,102962,103710,104311,105166,105242,106524,107382,107820,107647,107585,108892,108799,108826,108443,108396,108263,108487,108340,108490,109121,108499,107784,106462,106073,105568,105226,105808,106534,107155,107498,107368,107250,107375,107567,108030,108596,109345,109873,110076,110378,110731,111264,112367,113498,114827,115616,116403,117001,117119,116964,116379,116123,115915,115999,115654,114858,114029,113678,113761,113778,113965,114269,114900,115195,115434,115643,116280,117224,118176,118550,118558,118375,118324,118337,118112,118253,118307,118415,118018,117689,117562,117956,118506,119248,120192,121195,122977,124309,125706,126094,126913,127605,128141,128761,129172,129761,129794,130073,129729,129317,128546,128588,128739,128837,128601,127907,127691,127683,128376,128771,129167,129586,130477,131040,131248,131394,132215,133405,134166,134421,134369,134150,134023,134034,134201,134529,134702,134998,134976,134812,134815,134787,134290,133560,132629,131921,130888,130198,129929,129916,129684,129583,128813,128125,127583,127651,127943,128144,128335,128410,128417,128221,127979,127436,127633,127878,128248,128305,128401,128422,128476,128085,127394,126270,125519,125027,124902,124689,124239,123575,122559,121939,121205,120930,120596,120854,121013,121174,120430,119847,119549,119708,120072,119975,120308,120605,121512,122040,122485,122610,123292,124331,125597,127149,129110,131213,132955,133971,134774,135887,137540,139801,142043,143969,145592,146779,147403,148481,149637,152033,154336,156556,158343,159552,160731,161443,162468,163783,165719,167064,168437,169398,170126,170801,170901,171762,172464,173940,175495,176509,176894,177079,177802,178392,179574,180932,182925,184176,185425,186525,187119,187917,188911,190168,190905,191037,190929,190469,190549,191102,191585,191873,192039,192557,193923,195891,197767,199639,200899,202052,202504,202672,203952,205129,206889,207445,206846,205579,204599,205012,205864,207006,206803,206582,205557,205148,204724,205006,205976,207047,208190,208576,209118,209733,211780,214132,216812,219380,221967
One Bedroom,29.750897,-95.61255,-10643540.37944641,3471569.994788309,72,77077,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,53292,53590,53280,53009,52573,52178,51784,51089,50631,50314,50285,50301,49993,49168,48366,47587,47165,46848,46515,46550,46306,45908,45182,44829,44945,44990,45582,46225,46834,47167,47561,47942,48259,48631,48961,48632,48115,48420,48565,48557,47961,47489,46915,46312,45985,45567,45330,45075,45181,45012,45007,45085,45483,46033,46387,46833,47177,47657,47928,48327,48499,48495,47990,47507,47187,47065,47126,47051,47086,46928,46823,46618,46691,47058,47517,47943,48055,48345,48712,49179,49351,49747,50220,51174,51526,51517,51671,51898,52525,52269,52332,52220,52794,53146,53718,53817,54494,55522,56839,57878,58663,59566,59954,60571,60819,61263,61248,61427,61728,62002,62120,62355,62647,63162,63684,63643,63258,62640,62050,62076,61750,61750,61174,60380,59670,59184,59689,60714,62072,63594,65293,66235,67083,67137,67696,68586,69274,69760,69396,69266,68992,68583,68481,68085,67680,67160,66873,66660,66459,66255,65828,64919,64241,63846,63616,63667,63605,63756,63802,63801,63940,64059,64370,64697,64884,64653,63853,63050,62790,62826,62638,62353,62231,62286,62140,62117,62151,62646,62781,62921,62942,62762,62373,61786,61474,61280,60964,60627,60066,59582,59675,59964,59948,60014,60550,61394,61484,61104,61387,61949,62770,62933,62929,62952,63618,64534,65513,66528,68085,69681,70763,71087,71236,71705,72895,73979,74733,75311,76116,76621,76793,77441,78587,80288,81842,83245,83930,84367,84455,84151,83433,83628,83927,83931,83093,82771,82992,83736,83891,83987,84108,84473,84846,84668,84934,85189,86111,86460,86553,86338,86931,87851,88803,89982,91049,91832,92209,92859,93391,93597,93422,93736,94084,94364,94069,93616,93407,93676,93378,92844,91816,91714,92312,92399,92337,92243,93458,94727,95222,95078,94957,95418,96306,97116,97305,97318,96415,95655,94617,94143,93882,93781,94029,93943,93808,93408,93248,93423,94371,95312,96035
Two Bedrooms,29.750897,-95.61255,-10643540.37944641,3471569.994788309,72,77077,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,68273,68654,68925,69695,70547,70991,71205,70983,71099,71199,71652,72127,72482,72559,72577,72263,71675,71418,71417,71989,72021,71942,71425,70902,70399,69875,69508,69336,69379,69751,70084,70381,70592,70831,70746,70585,70703,71483,72329,72953,73382,73408,73416,73148,73168,73368,74002,74518,74770,74639,74383,74388,74303,74544,74619,75070,75195,75154,74938,74787,74698,74732,74750,74737,74807,74927,75043,74957,75057,75185,75494,75627,75892,75929,76120,76238,76293,76318,76548,76829,77186,77491,77731,78012,78029,78046,78027,78092,78491,78846,79202,79412,79516,79762,80123,80579,81268,82204,83133,83848,84261,84489,84865,85342,85911,86178,86059,86160,86305,86688,86860,87054,87099,87396,87521,87706,87802,88063,88454,88435,88357,87946,87950,87980,88452,88589,88793,88687,88759,88888,89281,89743,90202,90603,90854,91076,91014,91078,90879,91103,91249,91457,91324,91286,91009,90651,90211,89942,89585,89266,89104,88887,88492,88207,87984,87891,87859,88093,88233,88124,88108,88225,88600,88639,88592,88232,88307,88270,88183,87871,87654,87644,87527,87373,86714,86530,86567,86793,86620,86276,86068,85899,85450,85080,84671,84177,83837,83128,82669,82223,81845,81510,81072,80709,80580,80563,80963,81526,82523,83619,84395,84788,84938,85441,86209,87268,88695,90131,91436,92503,93054,93514,94019,95058,96702,98142,99298,100295,100998,101678,102111,102881,104028,105576,107136,108386,109367,110363,111693,112822,114009,115115,116479,117395,118160,118782,119812,120893,121554,122119,122860,123800,124543,124781,124981,125556,126116,126429,126242,126103,126713,127335,127692,127760,128132,128699,129238,129532,129884,129873,130022,130291,130420,130587,130377,130266,129845,130069,130326,130896,131161,132174,133105,133954,134334,134785,135664,136452,137106,137308,137411,137616,137820,137811,137533,137269,137091,136494,136007,135730,136025,136134,136379,136517,136884,137219,137880,138659,139734,141223,142644
Three Bedrooms,29.750897,-95.61255,-10643540.37944641,3471569.994788309,72,77077,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,174477,174067,174104,174032,173871,173052,171733,170685,170574,170924,170678,170155,169402,169277,168519,167730,166960,167560,169624,171306,171242,169811,169299,169971,170182,170037,169535,169300,169244,167857,165269,162755,161570,162007,162477,161520,161927,162165,163571,164305,165033,167173,169420,171781,173169,173702,173810,174627,175325,175501,175573,176211,177336,177672,177599,177353,177360,177491,177998,178539,178462,178744,177896,176958,175765,175288,175485,175541,175885,176235,176636,176709,176748,176830,177718,178953,180080,180809,181087,181641,181808,181895,181832,182184,182890,182963,182501,181905,181693,181925,182273,182801,183470,184296,184928,185227,185456,186528,188615,190053,191222,191063,191457,191328,191510,191646,191827,192350,192676,193150,192664,192570,192120,192793,192920,193136,192892,192409,192518,192356,192854,193081,194146,195000,196044,196091,196641,197218,198549,199798,200537,201044,201170,200890,200292,199698,199559,200023,199818,199945,199577,199997,200298,201097,201099,200872,200198,199910,199501,199503,200016,200860,201342,201317,200398,199208,198893,199340,199955,200273,200673,200985,201429,201151,201090,200612,201412,202256,202510,202479,202765,203122,202897,201751,199974,198170,196929,196439,196270,195875,195375,194717,193541,192860,192284,192509,192926,193612,194028,194183,193305,192954,192927,193222,193671,193713,194452,195265,196461,197098,197538,197831,199159,200323,201988,204038,207236,210943,214003,216451,218653,221165,223773,226704,229631,232552,235216,237702,239029,239997,241536,243870,247060,250900,255087,258750,261890,265084,267886,270161,273149,276438,279192,281359,282088,282886,283473,284911,285551,285880,287178,288600,288995,288090,287796,288109,288952,288936,288338,287352,287644,288367,288066,287609,287719,288511,288806,288537,288249,287924,287973,287932,287514,286969,286458,286184,285867,286175,286210,285845,285421,285423,285602,285486,285207,285114,285710,286221,286030,284912,284511,284757,284898,284602,283581,283367,282811,282261,281354,280811,281299,281889,282338,282785,283537,284667,286443,288040,290295,292793,295586
Four Bedrooms,29.750897,-95.61255,-10643540.37944641,3471569.994788309,72,77077,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,220895,222154,223159,225234,226189,226144,224060,222419,221867,223027,223047,222231,221701,221306,220475,218228,216634,216200,218529,219738,219779,216974,216619,217248,216959,215234,212908,212035,212125,212002,211316,211132,210187,210159,208286,206258,205015,204975,206577,208197,209708,211420,213180,214760,216414,217385,218445,220086,221992,222689,222546,222230,222285,221896,221061,220378,219664,219332,219758,220243,219982,220043,219405,218797,217940,217692,217865,217666,218232,218793,219391,219234,219355,219422,220211,221339,222169,223022,223751,224950,225532,225639,225371,225798,226603,226809,225887,224817,224355,224679,224752,225161,225268,225935,226460,226779,226885,228201,231124,233910,235974,236228,236646,236550,236913,237171,237762,238556,239120,239392,238871,238077,236933,236673,236812,237005,237093,236827,236759,236282,236731,236968,237825,238374,240028,241156,242266,243011,244311,246157,247421,248614,248796,248876,248072,247604,246922,246759,246222,246324,245952,245427,245164,245450,245419,244709,244061,243863,243356,243041,243019,243699,244067,244147,242916,241354,240904,241652,242431,242798,243432,244434,245618,245731,245799,245551,246927,248493,248901,248783,248959,249485,249531,248449,246701,244946,243811,243522,243449,242812,242006,241024,239981,239406,239053,239374,239991,240550,240934,241010,239865,239608,240134,241283,242091,242008,242395,242858,243705,244267,244835,245410,247556,249543,252029,254723,258655,263185,267237,270588,273954,277536,281348,285293,289132,292681,296087,299063,300911,302804,305054,308446,311832,316294,320918,325390,329078,332623,334936,336772,339580,342828,346010,348267,349715,350461,350342,350376,349571,349277,350573,352365,352786,351703,350883,350763,351174,351432,351744,351787,352731,353400,353024,352431,352618,353099,353048,352665,352359,351764,351405,351222,351262,351237,351146,350726,350076,350267,350118,349546,349021,348955,348913,348423,348181,347986,348586,349031,349183,347944,347549,347754,347677,347126,345552,345144,343565,342260,340465,339596,339586,339943,340173,340471,341218,342464,344745,346715,349796,353141,357013
Five Bedrooms And More,29.750897,-95.61255,-10643540.37944641,3471569.994788309,72,77077,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,497008,493699,484717,471533,456006,445989,437729,435560,437631,441977,445277,447649,450284,449837,454377,458139,467636,471782,475605,471863,462431,450449,442604,439541,438160,437505,436138,435667,434612,435012,433967,433746,435081,439043,441866,441896,440938,441409,443688,445669,447020,447188,450231,453615,458193,459826,461264,462674,463678,462242,459375,457056,455979,455616,453645,451877,448996,447732,447625,448476,449226,450416,449547,449615,449557,451003,452508,452901,454731,456054,457201,457621,457684,458205,459834,462114,463405,464174,463741,465334,466097,466835,466757,466988,467598,467048,465496,463425,462271,462903,464968,466785,468031,469413,471103,472493,473858,476797,482605,486383,490490,489393,489103,487193,487212,487943,488420,489593,490754,492457,492112,492825,491660,493687,493982,494608,494196,493263,493716,492885,493841,494088,495937,497316,499475,500605,502203,504295,506537,509414,511703,514918,516622,516678,514791,512412,510972,510249,509804,510891,512469,513831,514074,514751,512729,510087,507696,507766,507964,507570,507733,508742,509692,509599,506681,502040,501039,502919,505044,505814,505664,507580,509591,509274,506858,503548,504805,507544,508829,508794,509528,510645,511928,510619,507376,503297,501708,502541,503495,503189,501665,499914,497792,496797,495506,496197,497013,498587,498456,498270,495778,495372,496666,498910,499869,499180,500549,501551,504057,505323,507704,509346,513887,517932,523288,529497,539147,549528,557901,564518,571539,579654,587719,596156,603949,611740,618175,623903,626481,629940,633815,640394,647066,656261,663514,669639,674070,680577,686164,690816,697696,704102,710187,714008,716248,717530,722497,728597,733431,733365,735986,738888,738896,735581,733347,732844,733328,731946,729562,727345,727795,729133,726164,722946,721248,722985,724207,724977,724593,722505,719172,715380,711926,708808,708215,707087,706699,705840,704474,702408,701149,703246,704330,705115,706286,709140,712592,714938,715463,715005,714514,714277,712539,708984,706291,704607,699482,694590,688866,686860,685235,683706,682968,682882,684190,686154,688814,691646,697486,703140,709723
Condominium and Co-operative Homes,29.750897,-95.61255,-10643540.37944641,3471569.994788309,72,77077,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,98087,98375,98514,99293,100239,100830,100605,99959,99595,99779,99543,99513,99219,99334,98732,97568,96181,95313,95071,95365,95398,95198,95617,95857,95677,94248,93944,93828,93997,94241,95139,95906,96271,95667,94460,93196,93447,95362,97641,99599,100348,100088,99544,98790,98410,98279,99342,99917,99662,98477,96931,96138,96013,96730,96818,97567,98198,99099,98650,98348,97780,97513,97151,96555,95972,95544,95392,94373,93340,92617,93525,94517,95596,96232,96244,96079,95195,94951,95067,96031,96899,96994,95764,94428,93314,92402,92275,92085,93391,93354,93129,91999,90940,90647,91257,92230,93162,93979,94953,95949,96277,96917,97590,98544,100041,100715,100743,100097,100086,100432,100160,99932,100091,100720,101189,101321,101183,101358,100628,100210,99019,98680,98827,98583,97343,95480,94493,94141,94174,94205,95543,96560,97855,98000,97815,98037,98600,99393,99735,100232,99800,98983,97856,97678,97190,96594,95888,95186,94622,94225,93266,92078,91108,91161,91106,90674,90315,90367,90633,90618,90481,90325,90698,90892,91063,90537,90454,90299,90252,89957,89564,89311,89233,89096,88464,88289,88455,88948,88581,88075,87648,87339,86609,86048,85408,85060,84774,83960,83071,82156,81968,81903,81627,81306,81439,81609,82023,82176,83168,84176,85107,85411,85527,85878,86515,87609,88994,90635,92137,93526,93943,94061,94109,94910,96176,97255,98136,99101,100009,100608,100824,101305,102234,104096,105841,107403,108205,108740,109727,109832,109589,109424,109897,110509,111013,111731,113140,114009,114455,114987,115564,116651,117994,118876,119617,119930,120383,119884,118879,118333,119161,119851,120314,120197,120495,120653,120949,121045,121209,121184,121178,121435,121415,121948,121800,122151,121815,122454,122584,123163,123300,124267,124903,125337,125541,125673,126994,127763,128460,128152,128205,128583,128965,129221,129438,130057,129491,128796,127205,126759,126559,126679,126845,126722,126923,127010,127431,127741,129216,130905,133040
Single-family Residences,29.750897,-95.61255,-10643540.37944641,3471569.994788309,72,77077,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,198070,198597,199126,200251,200824,200663,199197,197882,197405,198024,197827,197031,195608,194648,193209,191561,190107,190378,192908,194866,195075,192894,192241,192632,193378,193114,192519,191986,192062,190127,186890,183953,182321,182480,181905,180683,180239,180305,181712,182717,183578,185628,188277,191139,193266,194354,195037,196184,197282,197599,197363,197673,198458,198810,198435,197858,197268,196963,197338,197876,197709,197900,197034,196185,195033,194625,194807,194785,195319,195910,196495,196430,196433,196458,197388,198622,199587,200284,200694,201571,201990,202090,201925,202318,203107,203262,202634,201838,201601,201977,202368,202874,203259,203934,204464,204701,204931,206223,208857,211075,212875,213058,213509,213419,213709,214012,214538,215360,215843,216165,215616,215132,214293,214442,214626,214960,215020,214691,214668,214334,214771,215017,215860,216553,217821,218434,219218,219810,221012,222433,223418,224300,224570,224546,223917,223345,222920,223066,222680,222728,222366,222445,222600,223150,223076,222548,221929,221708,221283,221117,221412,222183,222576,222468,221256,219803,219369,219990,220685,221116,221656,222305,223072,223147,223267,223055,224187,225496,225934,225908,226205,226645,226596,225530,223852,222140,221064,220746,220657,220141,219520,218772,217659,217008,216514,216714,217115,217501,217783,217875,216981,216711,216950,217575,218210,218283,219011,219853,221074,221878,222437,222889,224664,226376,228546,231033,234688,238940,242594,245659,248574,251836,255241,258833,262218,265390,268426,271254,272919,274368,276206,278978,282252,286330,290667,294579,297896,301280,303964,306141,309129,312367,315357,317575,318639,319246,319499,320407,320628,320717,321893,323324,323514,322419,321738,321764,322312,322516,322357,321879,322407,323183,322962,322528,322783,323399,323514,323107,322809,322443,322378,322307,321991,321541,321156,320717,320293,320679,320894,320618,320236,320231,320293,320093,319931,319941,320603,321194,321067,319883,319451,319859,320017,319596,318312,317879,316966,316189,314966,314235,314514,315006,315315,315542,316211,317412,319457,321307,323857,326619,329820
