HomeType,Latitude,Longitude,mercator_x,mercator_y,SizeRank,Zip,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
Four Bedrooms,30.451803,-97.67989,-10873675.615542976,3561758.112639585,3542,78728,TX,Austin,Austin-Round Rock,Travis County,159027,159158,159205,159049,159266,159516,160202,160541,160976,161330,161645,162417,163528,164609,165245,166608,167345,168218,167658,168383,168853,170153,171216,171724,171216,170372,170306,169792,169561,168999,169737,169106,168848,167573,166979,166146,166206,166727,167308,167776,168269,169012,170184,171638,172759,173578,174112,175023,176029,177109,177684,178250,178564,179449,179700,180325,181022,182377,183562,184502,184893,185196,185491,186035,186877,186922,186395,185736,185022,184776,184346,184233,184280,184033,184170,184037,183857,183591,183815,184320,185244,185865,186085,185966,185726,185758,185530,185234,185174,185203,185986,185744,185265,183915,183561,183384,183837,184304,185011,185546,185584,185724,184899,184737,184413,184821,184828,184568,184037,183782,183512,183353,183197,183476,183891,183788,183300,182780,182909,183416,184064,184399,184592,184653,184984,185032,185165,186156,188063,190518,192113,194029,195398,196673,197258,198560,199925,201567,203465,205136,206218,206489,207149,206995,207070,206832,207518,207477,206994,206170,205706,205251,205031,204515,203174,201916,201045,200763,200370,199933,199993,200074,199862,199623,199035,198932,199756,200840,201180,201260,201244,201626,202001,202220,202116,201254,200843,200444,199908,199176,198620,198204,197586,196867,195629,194552,193719,194247,194660,194823,194320,193869,194147,194520,195350,195670,196463,197213,198381,198778,199253,199529,200226,201400,202483,204359,206317,209632,212547,215356,217274,218992,220639,222963,226160,229036,231599,233000,234369,235227,236717,238454,240224,242133,244351,246749,248711,250196,251861,253555,254971,255738,256679,257903,259823,262304,264486,266025,266817,268582,270871,273414,275677,277755,279455,280952,282706,283731,284905,286200,288207,289297,289277,289636,290424,292444,293948,295167,295508,296440,297892,299244,300515,301578,303033,303606,304835,304801,305617,306633,308635,310137,309419,310008,310160,312130,313660,315902,316765,317367,318010,319979,322072,324196,326877,328639,330540,332491,335094,338293,341767,346067,350305,353700,356933,360584,365165,370168,375668,380567,385467
Five Bedrooms And More,30.451803,-97.67989,-10873675.615542976,3561758.112639585,3542,78728,TX,Austin,Austin-Round Rock,Travis County,186519,187411,187796,188621,189991,191299,192834,192692,193424,193978,194755,195563,196722,197873,198275,198137,196909,195011,191450,190112,188460,188631,188370,187760,186454,184507,183582,182963,182632,183580,186484,188804,188910,186052,183194,180442,178160,176527,176275,177562,178665,178566,178112,178351,180096,182320,184912,188249,191476,194130,195084,195427,195450,196207,196049,196138,195370,195690,195430,195961,195470,195995,196632,198153,198885,199218,199423,199434,200112,200615,201898,201478,202469,202272,202916,201496,201371,201102,201744,202172,202585,202737,201804,201435,200523,199651,198573,198220,197684,196770,195986,195318,194428,193221,192288,191488,191010,192111,193197,194161,194656,195818,196136,196155,196032,196914,198121,199830,201403,201149,199644,198284,197738,197483,197989,198497,199812,200165,200671,200621,200313,200973,202719,204551,206153,207510,208306,208760,207989,207943,207907,208057,208806,209468,210642,211368,211887,212352,213589,215642,217076,218349,219950,222774,223943,223639,222362,222548,222505,222406,221546,221935,224607,227073,227311,225270,224715,225890,226981,226518,225314,224216,223247,220095,216087,212182,211262,211141,210866,210446,210269,210182,211538,212368,213637,214039,215112,215711,215374,214801,214208,213498,212611,212125,210795,210107,209105,210391,211068,211739,211604,211254,211273,210780,210834,210485,210946,211222,211524,210947,210103,209651,209515,210759,211812,214448,216571,220069,221996,223854,225339,226984,229249,231581,234849,237283,239833,240627,242013,242731,245565,248320,250761,252953,254952,257466,259650,261563,263721,266009,268117,269019,269498,270767,273476,277304,279959,282112,282866,284755,286696,288930,291215,294065,296925,299195,301038,301088,303035,304385,307246,308332,308687,309597,310670,313142,314183,314775,314729,316138,317695,319824,321340,323254,324800,325616,326933,327090,328597,330829,333861,336693,336444,337233,337160,338918,340755,343082,344007,345124,347113,350312,352581,354067,356252,358330,360909,363548,366574,370234,374359,378641,382031,384354,387350,391007,395845,400298,405093,408989,412793
Condominium and Co-operative Homes,30.451803,-97.67989,-10873675.615542976,3561758.112639585,3542,78728,TX,Austin,Austin-Round Rock,Travis County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186039,183505,182267,178975,176729,174225,172150,170675,170384,171908,173331,175598,177362,181238,184830,189318,192590,196354,201277,206195,209893,210351,211388,212294,215853,218016,219151,219436,220781,223696,225661,228095,230323,233851,237887,240632,241434,240546,240485,241633,244700,248166,250356,250780,252168,254829,258047,261746,265017,268782,271618,274101,276338,277061,278120,280606,284662,290663,291620,293185,293465,297411,301508,305139,306040,308754,313664,317426,317641,313004,311387,308702,306888,303837,299767,297796,297386,299690,300748,301608,301482,302195,303911,305547,306249,306748,309063,311268,312182,309233,305309,302345,301859,303512,304549,306481,309426,311934,313876,315260,317660,321655,326969,332111,336884,340801,344666
Single-family Residences,30.451803,-97.67989,-10873675.615542976,3561758.112639585,3542,78728,TX,Austin,Austin-Round Rock,Travis County,140211,139964,139968,139952,140082,140287,140385,140620,140714,140983,141167,141470,141756,142446,142907,143445,143608,143689,143682,143703,143953,144246,144550,144713,144712,144246,143912,143233,143033,142869,143181,143243,143323,143039,143010,143003,143430,144228,145162,146326,147306,148337,149402,150375,151351,152244,153148,154071,154835,155600,156219,156867,157344,157849,157987,158503,159012,159946,160721,161580,162087,162446,162606,162957,163483,163980,164442,164793,164964,165077,165136,165258,165735,165923,166123,165901,165702,165775,165913,166108,166371,166612,166742,166543,166163,166015,166084,166436,166838,166624,166496,165881,165471,164842,164642,164547,164795,165219,165827,165938,165768,165849,166119,166742,167274,168015,168441,168855,168802,168690,168336,168270,168433,168614,168785,168818,168544,168084,167788,167815,168193,168767,169341,169833,170025,170332,170342,170677,171606,172968,174326,175423,176488,177172,177544,178344,179531,181097,182831,184371,185423,186129,187024,187800,188240,188386,189007,189189,189126,188420,187999,187655,187482,186918,185369,184037,183242,182986,182405,181725,181329,181233,181043,180765,180427,180497,181611,182506,182613,182557,182645,183071,183297,183184,182799,181974,181453,181076,180571,179979,179541,178940,178196,177362,176334,175504,174899,175439,175613,175374,174480,173824,173894,174226,174970,175367,176124,176996,177889,178309,178907,179683,180440,181706,182800,184429,185883,188270,190577,192619,194355,195421,196672,198181,200890,203068,205192,206782,208632,210386,212125,214170,215890,218132,220305,222639,224410,225945,227356,228700,229743,230130,230841,231758,233682,235921,238053,239487,240457,242250,244589,247035,249225,251182,253068,254650,256467,257488,258652,260312,262682,264304,264889,265592,266687,268545,269467,270542,270852,271968,273319,274596,276111,277309,278849,279524,280795,281620,283687,285666,287689,289316,289636,290954,290993,292497,293646,296231,297335,298315,299205,301140,303387,305414,307796,309206,311037,312852,315746,318548,321948,325657,329304,332443,335790,339698,344316,349588,355544,361222,366578
One Bedroom,30.287739,-97.8022,-10887291.1024619,3540589.888716824,3735,78746,TX,Austin,Austin-Round Rock,Travis County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245332,247889,248579,248546,247683,246791,249019,250425,253091,253971,254678,255630,258639,259749,259688,260822,264209,268017,267362,268144,268173,270416,273753,277006,278016,277019,276969,278062,278059,278369,278652,278623,276848,275668,271996,267380,262766,261351,264335,267973,269578,268341,267273,265666,263694,261729,263348,267048,268223,270391,268580,268880,270108,274529,277695,280098,282876,285673,284877,282176,280972,280991,282362,281615,281934,281975,283529,285581,286521,287242,289846,294285,300215,302565,305639,309053,309706,307916,307775,307630,310964,311222,313916,314623,314546,315594,315806,316167,318555,321455,322009,323158,323029,325349,324370,323211,323485,324847,326186,326339,324939,324924,323695,323418,325299,330002,334541,338091,338491,336671,335226,335709,339687,342508,347312,348277,344617,336857,331265,328153,326553,325821,325778,324707,320822,316515,314046,312262,310592,309580,310493,312822,313964,315397,315005,314239,314841,315830,315150,315357,319721,325343,327651,326304,325360,324291,321704,320019,317019,318309,318823,321492,321603,320843,320132,319941,319896,320845,325747,331674,338146,341664,345235,345794,342893,341586,342526,348487,356422,364084,371240,375960,381806,384763,386618,391233,400384,409591,413488,413993,414825,417074,418694,421362,420799,420816,423421,428029,435220,437479,441135,442466,443832,443465,441471,440145,441970,445423,448137,446290,440487,437602,441141,446435,448904,447652,447403,446919,448301,451736,455675,456897,457922,462888,464258,466426,466798,472714,479237,485542,487713,486780,484786,490019,497025,499593,499227,497501,499295,499361,500657,502414,504347,509200,513803,518832,518700,519385,520308,523172,527761,535138,539434,541451,541000,541809,547610,551117,557818,563450,570828,579292,586303,593206,601434,611186,624513,636529,645069,654174,663570,675093,686587,697023,707552
Two Bedrooms,30.287739,-97.8022,-10887291.1024619,3540589.888716824,3735,78746,TX,Austin,Austin-Round Rock,Travis County,252920,255919,256600,258030,256905,256306,254908,254420,255595,258665,260312,260039,259558,258890,259483,259285,262040,265662,270427,272447,272110,269450,269772,271516,274299,273466,271178,270944,272764,271387,269451,268539,267604,266969,265236,265864,264816,265065,267520,271444,272014,273593,276273,282200,288223,291048,292343,293265,296504,299817,301219,299338,298669,298515,297619,296988,295977,299282,301076,302534,301428,300788,300005,300742,301118,301478,300655,297400,294066,289978,288385,286356,284967,282065,281035,279166,278218,276197,275741,274865,274691,273997,274520,274784,276527,277352,276716,275819,276212,277524,278155,278809,279986,280779,279695,278070,275840,276671,277950,279806,279907,280824,281839,283185,283402,284452,285611,287677,289348,290400,291659,293510,295021,296226,297604,298928,300339,301420,303103,304554,305903,306869,308070,309006,310397,310841,311037,312708,314431,315850,316696,318343,321086,323757,325474,326874,328005,330855,333691,335896,339139,342140,345682,347196,347803,346667,345881,344763,344280,342070,340248,338195,334886,331826,327321,324693,322419,321788,321004,319877,318772,318104,317543,315707,313514,311565,311761,311800,310613,309093,307555,307481,307560,307481,306533,305368,305439,306007,305840,305031,303888,302807,301348,299891,298109,297532,297517,299516,301044,301934,302311,302553,304093,306127,309685,312495,315655,318142,320784,322589,323371,324119,324847,327628,331131,334920,338022,342000,345718,348781,351311,354453,359197,364549,370258,374565,378595,381465,384382,386438,388923,391670,394416,398356,402418,406273,408249,409553,410068,411797,413637,415802,417410,418886,421809,421382,420005,417220,418442,420456,423664,425253,426497,426860,428670,431312,433364,436569,439845,444758,447198,449456,450363,452245,454302,457282,458821,459154,458537,455728,454302,451755,452378,452083,452044,452016,452793,454846,456364,458859,461482,466886,469680,475931,478626,483074,485472,489502,490798,490583,490231,492005,493183,494317,496350,496761,496814,497405,501041,505383,510724,516139,522591,527474,533342,538583,544627,550865,559261,567019,573894
Three Bedrooms,30.287739,-97.8022,-10887291.1024619,3540589.888716824,3735,78746,TX,Austin,Austin-Round Rock,Travis County,527572,528444,524998,519496,512185,506878,501820,497936,493068,486397,477067,471844,471464,471501,471682,469900,467866,465006,460695,456698,456507,460344,468224,468649,462886,452255,445035,446256,453810,459394,464372,465193,460749,455803,452498,453615,454822,456626,458808,452539,443030,436040,439024,447225,458631,464890,465978,467645,471735,476973,480614,486400,494994,501008,498534,495933,494261,498656,503066,504876,503463,499867,496509,495324,494558,495388,495342,494527,492036,488235,483775,481099,480100,479799,479291,478935,474727,469381,464577,458587,451952,444573,442939,441190,439897,438045,436105,431203,429525,429681,433518,437622,442600,447189,449024,451349,453618,457600,462399,469330,474506,477454,478380,479765,482056,484162,485731,486099,486242,486330,486693,488282,490428,494192,497509,500138,502042,504753,508074,511649,514891,518131,520978,522377,523543,525339,526712,528165,528993,529331,530222,531518,534566,535970,536350,535928,535756,535728,537078,540856,545239,549479,552711,554141,553786,552569,552602,553357,553993,553402,552875,549922,546885,543261,538824,536037,533289,533109,531245,528863,526294,524231,522037,521126,519517,518935,519039,519702,519419,518014,517848,518786,520649,521216,520151,517741,517015,518279,519280,519547,520749,522040,522677,522463,522748,524917,527907,531434,533977,534514,536375,537314,539386,541788,546006,550583,553775,556049,558199,562574,566562,570013,570148,573627,577381,583349,588328,595528,602634,609386,617273,622741,629585,636064,646803,655710,664234,669732,676437,682302,690660,699506,704774,711833,717754,727032,732785,736934,739328,742129,743571,744274,743138,743588,748009,752940,756676,757112,758286,762128,768945,774883,780033,781253,783506,784229,786609,784640,784467,785514,789870,791483,789486,789524,791793,798519,802643,805068,804423,802416,802669,803946,807467,811251,814134,815752,815996,815553,817875,822934,828412,836923,840437,845413,844808,849041,854817,863023,865847,868169,869479,874646,879760,884472,889197,889548,890899,890063,894178,898432,908072,917099,927326,934906,944354,954391,968086,986093,1007673,1030629,1051126
Four Bedrooms,30.287739,-97.8022,-10887291.1024619,3540589.888716824,3735,78746,TX,Austin,Austin-Round Rock,Travis County,561729,556573,555338,554479,558891,563549,563160,558570,557352,560233,564223,564651,565733,572268,578939,580284,573364,562009,557337,557745,558617,554244,550292,550784,556664,565015,573254,583248,595710,615800,632691,649583,655379,663359,669511,677125,671444,655399,635414,618429,602957,588963,585985,587651,594161,595698,594364,592419,593362,598852,607434,615209,622708,627268,626107,624598,624509,628623,631836,632494,632841,633011,633344,633769,634088,634791,634393,631413,626600,620715,616700,615642,617023,617571,616282,615552,613598,610635,605494,602025,600470,600495,601429,600300,598494,597803,598614,597046,595640,593342,595575,596765,597787,596848,596750,598259,601138,604405,608556,613741,618814,624586,630382,637048,643185,648490,651026,652024,651818,652648,653829,656698,659893,663913,666123,667458,669246,672466,676859,682030,686616,690684,692593,692671,693076,693652,694459,695450,696472,697250,698396,699368,701307,701278,701631,703736,705685,708294,710339,713746,717079,720084,723395,724356,724925,726092,728425,729954,729976,729481,729106,728225,726706,725149,720509,718707,716613,716437,712318,707985,705069,703327,702413,699885,697447,694718,695302,695682,695550,693819,695591,696097,697550,694707,692016,688895,687230,687421,686249,684921,683974,682824,680580,679269,678240,681306,684130,688773,692330,695008,698381,699807,701772,705576,711471,717715,722215,726037,729596,734647,738542,741779,742446,748942,757040,766604,775280,784936,794416,801719,809200,813409,819588,826787,838068,845328,851828,855894,861047,866483,874801,884870,891984,902075,911202,921951,929818,936044,940490,944049,945854,947189,946563,948733,954556,961062,966158,967037,967328,971815,979553,986853,993159,997027,1001860,1002485,1004808,1003372,1004683,1008066,1014589,1017672,1015895,1016837,1021353,1029200,1033780,1037170,1037301,1035071,1034254,1036209,1042846,1049982,1056260,1059212,1058485,1055462,1057402,1063423,1070647,1080357,1084427,1090040,1088266,1093285,1099781,1110468,1115071,1119761,1122496,1129996,1136737,1142777,1149821,1148724,1149546,1144224,1147809,1150300,1160670,1170653,1182030,1189889,1200358,1212722,1229029,1252891,1280795,1313207,1341164
Five Bedrooms And More,30.287739,-97.8022,-10887291.1024619,3540589.888716824,3735,78746,TX,Austin,Austin-Round Rock,Travis County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747744,762047,771944,789641,801746,813769,820613,824713,822312,818489,811549,808981,811532,808958,801933,787728,781120,772196,773353,772732,779376,785903,797067,799735,796479,793202,797378,816353,830303,845112,849849,863712,875075,887486,890470,896848,898616,897223,892563,885979,887093,887662,889808,880554,870876,858050,857335,852710,851475,853666,853776,858219,851930,846957,840408,841807,847338,853022,855673,862738,871331,882458,898709,905484,912875,916928,925660,931417,935725,941319,947574,950649,953626,952825,953766,956192,962528,970052,978686,990325,1001831,1012166,1019352,1024037,1029025,1033287,1036205,1042869,1052209,1060001,1063557,1064093,1066221,1069512,1072242,1077974,1082108,1087680,1090766,1094629,1095262,1097050,1100962,1104811,1108848,1110124,1114957,1119124,1122364,1126165,1130234,1134711,1139046,1144561,1150665,1156292,1160801,1163663,1163770,1163158,1164440,1165012,1164644,1161911,1160210,1159012,1153142,1147373,1135548,1130705,1128241,1129515,1125555,1120366,1114738,1112705,1111071,1108394,1106224,1105181,1110075,1112559,1109441,1104998,1105423,1106258,1108748,1105516,1103429,1097580,1096812,1097368,1098411,1096627,1097000,1093830,1089880,1084597,1081857,1081815,1082174,1088716,1092829,1094239,1092919,1091560,1095525,1102237,1110292,1116447,1121136,1128308,1135115,1140731,1144285,1150345,1153779,1165009,1172368,1184862,1196984,1217833,1234689,1246753,1255384,1261396,1271153,1279805,1297579,1309274,1321293,1325652,1328344,1329764,1337814,1351189,1362126,1376811,1390064,1406033,1415019,1421022,1427038,1437605,1451531,1459965,1463604,1465832,1476999,1487509,1495698,1497953,1500450,1509479,1521626,1528656,1532252,1535366,1542620,1547520,1550912,1550114,1551844,1556292,1565090,1569288,1567246,1569686,1574580,1585317,1589391,1590486,1587266,1583106,1582751,1584910,1590701,1597926,1604035,1606712,1608261,1605009,1607524,1616225,1626454,1639964,1641110,1646881,1640680,1641931,1645161,1655673,1657326,1657412,1657864,1665286,1673568,1675477,1682393,1679205,1681012,1678903,1686614,1695082,1709599,1725456,1741517,1751962,1764076,1782062,1803819,1833447,1867404,1903671,1934584
Condominium and Co-operative Homes,30.287739,-97.8022,-10887291.1024619,3540589.888716824,3735,78746,TX,Austin,Austin-Round Rock,Travis County,267642,269394,270639,271201,270320,270309,269703,270227,271319,275085,277256,277942,278676,280326,281559,283513,287025,288987,291987,292409,293832,291891,293681,297016,301219,300998,299568,300374,304274,309374,314512,318899,318984,318787,317611,318120,316798,317979,322376,328085,328105,326613,324936,330136,338458,345359,348511,350938,355377,359887,361034,358341,357273,356942,356607,355250,353554,355553,357115,358943,357774,357286,356992,358232,359202,359650,359113,356685,353820,350003,348283,345645,344234,340775,339603,337156,336069,333996,334001,332660,332501,331741,332674,333437,335375,336357,335328,334677,335491,337004,337328,337611,338736,339389,338222,336460,334552,335981,338001,340243,340521,342471,344126,346476,346825,348415,349655,351854,353350,354239,355636,357909,359520,360369,361959,363162,364360,364614,366363,368120,369899,370983,372873,374187,375888,376064,375945,378039,380733,383504,384954,386526,389150,391863,392505,392990,393603,396942,400325,402456,405770,408516,411824,413280,413493,412084,411523,410925,410694,408040,405318,402732,397759,393161,387029,383966,381678,380990,379922,378294,376301,375270,374739,372940,369493,366313,366078,366678,365947,364453,363171,363008,363950,364201,363725,362372,365850,369863,372735,371765,370651,369823,368556,367393,365709,365253,365216,367745,368892,369414,369392,370011,371806,374222,378232,381763,385126,388390,391658,394569,395427,396132,396283,399773,403970,408679,412383,417046,421405,424486,427080,429448,433787,439017,445558,449739,453118,455115,457822,460213,463491,467582,471384,476250,480964,485215,487507,489322,491275,494082,496675,498727,500413,501358,503718,504393,503993,502514,503102,505478,508575,510168,510920,510610,511614,513700,516059,517431,519195,521698,524012,525236,525174,526589,528698,532251,533888,534219,532842,529889,528729,527105,528160,528081,528603,528890,529753,530856,531565,533386,535654,541242,543274,549651,552082,557695,560727,565216,566282,566041,565861,567901,569919,571123,573703,573440,573795,572908,575965,579456,585511,591346,598144,603312,609024,614456,620774,627783,636485,645491,653200
