HomeType,Latitude,Longitude,mercator_x,mercator_y,SizeRank,Zip,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
One Bedroom,32.828128,-96.84612,-10780860.763704266,3872512.987625749,5828,75235,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59028,59565,59690,59813,59175,58233,57501,56749,55949,55389,54943,54904,54425,53745,53078,52635,53198,54110,54542,54669,54639,54545,54226,53474,53422,53091,52742,52137,51646,51298,51163,51515,52273,52816,53370,53654,53990,54232,54479,54667,54271,53702,53571,53705,53734,53193,52838,52905,52532,52235,51942,52710,53734,54746,55021,54821,54434,54290,54660,54318,54514,53884,54128,53703,53783,54072,54477,54941,55055,55239,54778,54496,54280,54615,54283,53835,53077,52308,51874,51621,51618,51113,50270,50120,49927,50175,50204,50295,50437,50306,50101,49555,49274,49778,50694,51218,51278,51122,51095,51063,51104,51298,51622,52342,53401,54083,54804,55188,56102,56880,57923,58868,59110,59345,59873,60700,60689,60726,60859,61943,62501,63296,63691,64720,66904,69296,71086,72022,73792,75840,77805,78461,79370,80103,81618,82805,83456,84318,85377,87198,88115,88940,89867,92484,95804,98868,100321,101160,100940,101002,100742,101660,102725,103873,104988,104273,103236,102360,103578,105305,107688,108566,109735,109290,109776,109793,109517,110339,109915,110689,110969,112342,114057,116189,118024,119249,119867,120700,121955,123283,125875,126854,126518,124596,123093,122120,121572,121660,121770,121974,122057,121887,121535,121792,123000,124860,126312
Two Bedrooms,32.828128,-96.84612,-10780860.763704266,3872512.987625749,5828,75235,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,58687,58450,58434,58505,58584,58872,59053,59473,59402,59632,59762,60344,60566,61024,61173,61359,61544,61539,61347,60989,61458,61852,62081,61644,61463,61532,61906,62058,62325,62386,63047,63387,63621,63095,63229,63381,64228,64574,65026,65107,64975,65006,65048,65388,65469,66178,66550,67146,67033,67297,67378,67778,68275,68830,69233,69204,69456,69544,69943,70389,70942,71049,71362,71661,72194,72233,72479,73133,73885,74493,74789,74582,74442,74418,74320,74400,74507,75215,75715,75893,75649,75257,74805,75038,75179,75300,75182,74819,74515,73868,73714,73773,74217,74744,75249,75565,75956,76884,78010,79275,79845,80230,80023,79925,79781,79905,80384,80630,81477,81625,82166,82062,82289,83117,84247,85388,85771,85468,85110,84915,84521,84427,83588,83300,83372,83295,82865,81946,81807,82847,83505,83907,83596,83541,83839,84078,83764,83227,82718,82778,82881,82517,82425,82441,83064,82971,82924,82343,82171,81920,82084,82329,82211,81613,80565,79930,79115,78784,78185,78338,78522,78771,78684,78324,78344,78493,79069,78963,79041,78911,79164,79227,78930,78502,78021,77247,76236,75259,74559,74216,73702,73061,72368,71807,71374,70866,70298,69975,69746,69655,69588,69700,69872,70505,70832,70636,70522,70884,71906,72620,73387,74104,74669,75035,74773,74435,74162,74970,76146,76992,78046,79536,81412,82820,83972,84828,86313,87778,89828,91276,91744,92553,92167,92848,92937,94279,95531,97237,99930,102527,104946,106819,109663,112534,115543,116800,117902,118301,119162,120376,120399,120903,121390,123030,124636,125966,127983,129965,131867,133565,135838,137989,139871,141087,141987,143378,144648,146043,146877,148243,150506,153731,156186,158188,159165,160521,161549,162092,162676,163508,165031,166824,168332,168807,169021,169458,172036,175270,178985,181469,182629,182934,183055,184608,185642,187055,188887,190212,191145,190306,190708,191492,193280,195516,197560,198061,198821,199550,200254,201341,201810
Three Bedrooms,32.828128,-96.84612,-10780860.763704266,3872512.987625749,5828,75235,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,52815,52756,52834,52963,53086,53141,53171,53324,53427,53578,53714,53894,53989,54084,54065,54068,54229,54528,54824,55020,55271,55608,55606,55635,55502,55769,56048,56458,56667,56849,57110,57165,57349,57151,57717,58063,59099,59745,60568,60863,61093,61224,61442,62087,62610,63608,64207,65017,65306,65630,65447,65599,65863,66521,66977,66897,66625,66136,65923,65930,65934,65549,65513,65266,65296,64847,64763,65208,65983,66746,67197,67018,66876,66941,67378,68213,68879,69728,70173,70372,70209,69854,69284,69376,69408,69649,69119,68595,68178,67710,67697,67863,68441,69085,69682,70129,70422,71109,72351,73619,74418,74927,74877,74490,73913,73706,74234,74674,75922,76448,76952,76549,76160,76474,77447,78842,79628,79571,79241,78839,78275,77914,77168,76765,77199,77587,77350,76277,76038,77257,78144,78979,78977,79461,80043,81163,81433,81095,80765,81486,82243,81792,81367,80655,80824,80203,80108,79595,79404,79410,79657,79822,79484,79502,79512,80162,80501,81007,81027,81275,81614,81942,82239,82232,82558,82665,83076,83053,82875,82609,82490,82335,81952,81606,81182,80599,79663,78926,78184,77739,77089,76364,75451,74886,74257,73515,72530,71791,71252,70581,69873,69265,69329,69941,70549,70241,69909,69976,70496,70457,70424,70556,70962,70943,70873,70732,70814,71430,72464,73089,73459,74042,74988,76048,77103,78339,78638,78783,78960,79935,80308,80991,82176,84439,86656,88644,90211,92006,94504,97025,99749,102165,105241,108681,111403,114018,115748,117617,118709,120038,122105,124457,127006,128868,131280,133060,135504,136651,138009,139158,141775,144452,146415,148172,149126,150703,151322,152266,152954,153113,154461,156867,159917,162080,162880,163758,164716,166236,168599,171098,173843,176501,179083,180507,181714,183128,186093,189149,193117,196310,198187,199361,199857,203383,206251,209475,211075,211915,213154,213754,214821,215574,217113,219098,221547,221727,222138,222642,224420,226944,228677
Four Bedrooms,32.828128,-96.84612,-10780860.763704266,3872512.987625749,5828,75235,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,51366,51465,51642,51957,52175,52383,52554,52816,52922,53029,53028,53034,52911,52912,52824,52842,52963,53154,53399,53591,54016,54395,54678,54940,55262,55596,55877,56069,56289,56397,56501,56375,56335,56245,56628,56947,57508,57903,58535,58948,59310,59614,59883,60535,60856,61535,61981,62604,63106,63503,63477,63525,63747,64358,65048,65030,65121,64797,64686,64592,64384,64073,63916,63887,63930,63786,63575,64011,64535,65247,65700,65862,66039,66283,66953,67606,68203,68452,68908,69225,69624,69738,69527,69735,69845,70287,70037,70037,70075,70353,70407,70574,70666,71133,71654,71967,72112,72454,73251,74112,74515,75013,75405,75474,75305,74949,75348,75882,77501,78468,79461,79134,78893,78740,79118,79645,79932,79991,80098,79844,79123,78212,76975,76524,76757,77031,76766,76246,76519,77549,78038,78561,78573,79161,79930,80838,81179,81202,81463,82099,82560,82149,81406,80634,80084,79474,78989,78516,78096,77838,77585,77419,76831,76520,76404,76660,77190,77693,78171,78489,78958,79015,79271,79260,79855,80343,81230,81738,81748,81299,80659,80458,80150,80164,79496,79263,78473,78047,77033,76181,75607,75119,74714,74023,73382,72674,72194,71470,70908,70000,69417,69062,68847,69228,69604,69470,68899,68734,69010,68901,68583,68334,68515,68525,68600,68359,68070,68617,69847,70503,70548,70350,70788,71806,72968,74115,74548,75224,75940,76677,76969,77895,79756,83054,86294,88916,90567,92123,94347,96489,99251,102139,105293,108147,110339,112315,113800,115311,116953,119012,121565,123828,126225,128457,131521,134853,137790,139517,140713,142231,144654,147179,149272,151568,152848,153996,154468,154507,155559,155883,157765,160050,163051,165249,166396,167661,169243,171102,173518,176279,178549,181296,184076,186586,188353,190630,193602,196759,200155,203603,205997,208514,210473,214759,217573,220181,221256,221682,223798,225573,228061,229421,231459,233265,235511,235703,236621,237668,240160,243039,244349
Five Bedrooms And More,32.828128,-96.84612,-10780860.763704266,3872512.987625749,5828,75235,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,81799,82572,82919,83903,84533,85542,86335,86857,86601,86430,86490,86738,86537,86042,85724,85368,85298,84514,84279,84544,86184,87029,87100,86268,86581,87011,87843,88215,88696,89313,89183,88601,87451,87243,87760,89249,89913,90144,90330,90947,91591,92271,93267,94551,95429,96545,97261,97942,98094,98913,99065,99712,100619,101560,102372,101591,100799,99017,98577,98335,98775,98288,98133,97567,97171,96836,96744,98104,99436,101334,101249,100985,99898,99709,99319,99272,99095,99153,99488,99868,100203,100836,101888,103037,104097,104878,105675,106522,107321,107638,107514,107092,107140,107234,107432,107284,107270,107858,109734,111494,112975,114489,115397,116254,116686,117089,118124,119637,122422,124677,125081,124470,123512,122526,122778,123219,123901,122903,122264,121472,120547,119229,118003,117712,117678,117960,117747,117530,117791,119491,119733,119955,119944,120919,122601,124318,126171,128324,129985,131141,131668,132657,135518,137495,137820,136520,135467,134474,134381,133872,133870,134124,135039,135886,135799,136269,137367,138799,140091,141349,142279,142775,143800,145237,146661,147209,147325,147208,148217,148977,149683,149698,149216,149248,148257,147911,146227,144876,143437,142486,141869,141644,141534,141710,141515,140843,140372,138964,138488,137500,137223,136932,136143,137083,137848,137986,137182,137072,137898,139605,140676,141920,142723,144508,146231,146380,146298,147787,151500,155200,157389,156974,156999,158762,162110,164563,165130,165732,166376,166812,167054,167545,170145,174762,179757,182508,183873,184904,189126,194201,199252,203728,207421,211624,213811,215934,217162,219323,221672,223835,225221,225963,228945,232807,236480,238663,240525,243971,246935,251095,253961,258777,261786,264646,265549,265879,267221,268306,271474,271440,274608,277203,282406,286352,289421,294301,297648,302200,305171,308938,311835,316573,321610,328360,334613,338715,343391,345489,349478,352683,356788,360544,362949,365268,364841,359279,352381,348284,350360,353687,356688,357662,358709,359743,361711,363483,366416,372620,379762,386346,388285
Condominium and Co-operative Homes,32.828128,-96.84612,-10780860.763704266,3872512.987625749,5828,75235,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,0,0,0,0,0,0,0,0,0,0,75038,75511,76408,77639,78234,78780,78909,79076,78233,77565,77604,77806,77925,77856,77291,76537,76662,76655,77802,78188,80076,81353,81301,80645,80064,79797,79259,79096,78668,78602,77098,76786,75896,75760,75623,75977,76249,76605,77129,77819,78400,78529,79207,79659,80567,80660,81575,82477,83536,83882,84421,84690,85643,86660,87836,88037,88225,89245,89989,89626,88719,88274,88367,88253,87020,86072,85289,85870,85741,85308,84256,84108,83631,84028,83868,84739,85290,85528,85064,84542,84463,84614,85181,85515,86564,86555,86527,85764,86146,86808,87283,86588,85764,85151,84786,85021,85165,85365,85251,84667,84220,83523,83569,84172,85117,85690,85746,85160,84621,84293,84671,85676,86034,86131,86002,86087,85716,85328,85480,86071,86118,85906,85852,86045,86393,86638,86898,87417,88153,89048,89385,89800,90647,91594,91601,90665,90059,90041,90228,89657,89289,89304,89587,89085,88060,87624,87378,87852,87846,88241,88423,88716,88805,88040,87564,87213,87882,87936,88323,88577,89005,89093,88666,88311,87890,87849,87698,87593,86768,86007,85519,84844,84205,83097,82332,81541,80559,80376,80230,80593,80698,80699,80340,80118,79874,79580,79753,80125,81187,80662,80011,79004,79014,79670,80599,81548,82109,82934,83771,84592,85509,87071,88935,90467,91482,91589,91425,91367,92391,93575,93990,94491,93939,94485,94415,95295,95875,96948,97762,98513,98915,100122,102029,103871,106059,106731,107723,108269,109498,110747,112221,113907,115347,116357,117195,118282,119639,121623,123928,126137,127934,129436,130562,131448,132441,134011,135641,137004,137781,138329,138398,139102,140106,141895,143498,145059,146122,145735,145381,144724,145346,146682,147623,148806,149779,151409,153464,155403,157075,158541,159532,161187,162176,162530,163730,163148,163655,162006,162314,161792,162569,163269,164280,164926,165475,166070,166266,167511,167986,169631,169652
Single-family Residences,32.828128,-96.84612,-10780860.763704266,3872512.987625749,5828,75235,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,49881,49814,49914,50086,50238,50349,50416,50582,50627,50755,50955,51275,51447,51614,51632,51689,51871,52122,52332,52475,52807,53186,53129,52947,52742,52958,53163,53401,53548,53698,54015,54140,54335,54101,54570,54914,55886,56428,57157,57401,57519,57598,57779,58311,58646,59518,59996,60616,60617,60809,60725,60994,61384,61955,62348,62215,62135,61769,61753,61963,62296,62237,62360,62338,62562,62402,62510,63081,63794,64476,64842,64602,64406,64344,64519,64979,65321,65998,66380,66593,66468,66190,65690,65855,65958,66188,65901,65496,65223,64692,64626,64669,65150,65698,66262,66640,66880,67507,68472,69589,70203,70662,70546,70259,69840,69687,70105,70354,71367,71790,72414,72199,72022,72475,73454,74706,75296,75142,74809,74519,74043,73707,72790,72313,72469,72496,72045,71039,70810,71953,72642,73224,72943,73152,73630,74443,74616,74349,73992,74203,74430,73832,73612,73416,74129,73963,74006,73276,72819,72568,72788,72689,72013,71124,70240,69682,69024,68759,68214,68236,68379,68449,68300,68657,69625,70667,71428,71669,71538,71234,71169,71254,71076,70827,70511,69813,68749,67831,67199,66910,66565,66094,65468,64953,64457,63921,63217,62620,62151,61638,61184,60887,60903,61408,61750,61457,61137,61278,61821,61764,61677,61743,62069,62026,61573,61135,60958,61666,62762,63433,63913,64794,66017,67256,68351,69527,70994,72304,73808,74991,75424,76111,77202,79368,81442,83449,85089,87066,89284,91555,93832,96076,99197,102642,105523,107696,109163,110538,111512,112634,114491,116655,119082,120979,123158,124804,126911,128595,130289,131875,134356,136966,138599,139797,140097,141411,142062,143146,144047,143869,144890,147104,150302,152554,153135,153978,154980,156564,158663,160849,163201,165924,168526,169746,170401,171441,174578,178221,182785,186124,187849,188618,189101,192741,195576,198787,200937,202360,203920,203965,204658,205346,207203,209703,212365,212440,212861,213430,214963,217112,218437
One Bedroom,32.78238,-96.86945,-10783457.847424475,3866454.0444233175,6406,75212,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132476,131294,129967,127648,125618,124119,122910,121980,121322,120931,120801,120913,121237,121678,122726,123900,125236,126192,127185,128178,129144,130074,130963,131806,132602,133378,133866
Two Bedrooms,32.78238,-96.86945,-10783457.847424475,3866454.0444233175,6406,75212,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107483,105578,104301,101236,98462,95796,94191,93369,93189,92994,92542,92579,93072,95126,96773,99096,101372,104031,105776,107011,107716,108650,109965,110779,111782,110667,109814,108467,108629,109666,110865,111723,112451,114112,117462,121093,123445,124968,126381,129301,131204,131494,131887,133987,137125,138204,136330,134387,132912,133260,133095,133174,133081,135375,137241,138654,138725,139972,142662,145348,148235,150316,152836,154672,157000,158061
Three Bedrooms,32.78238,-96.86945,-10783457.847424475,3866454.0444233175,6406,75212,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53366,53623,54182,54585,55062,55090,55708,56115,56402,56428,56183,56115,55934,56225,56314,57034,57433,58158,58124,58695,59179,60012,60995,61772,62007,61443,60356,59744,59094,58974,58805,58240,58040,57456,57337,56872,57574,57884,58596,58046,58327,58547,58480,57948,57183,57200,56723,56561,55864,56040,55892,56088,55901,55119,54704,54464,54818,54703,54662,54723,54788,54817,54992,55586,56119,56651,57576,58180,58317,58008,58317,58501,58515,58445,58524,58655,58451,58223,57649,57571,57690,58122,58181,58088,58557,58717,59286,59365,60046,60822,61152,61666,62155,63206,63904,64598,64901,65286,64877,64642,64243,64463,65195,65232,64968,64103,63925,63659,63491,63317,63619,63789,63491,63076,62909,63422,63888,64459,64513,64772,65026,65687,66201,66876,67593,67388,66175,64763,64151,64046,64036,63830,63352,62385,60888,59453,58718,59006,59942,60630,61058,61197,61194,61433,62145,63179,64391,65549,66103,66141,65818,65774,65329,64713,64244,63705,62821,61737,61364,61262,61335,61051,60737,60026,59708,59669,59990,60212,60054,59751,59039,58307,57584,57423,57877,58759,59268,59415,59151,59014,59164,59415,59816,60527,61317,61953,62052,62102,62435,62859,63240,63714,64676,66115,67296,67638,67805,68328,69287,70217,70769,71342,71937,72598,73180,74026,75160,76669,78539,80438,82235,83699,85019,86686,88933,91219,93184,94127,94911,96141,96823,96799,96804,98026,100791,103163,105308,106923,108972,111455,114536,116870,119519,121519,123342,123917,124315,125414,126209,126643,126497,127223,128226,129966,131937,134673,137756,140711,142965,144998,147915,152477,156400,158118,158365,158848,159863,161885,163646,166242,168056,169861,171133,172103,173721,176082,178248,180717,182225,183902,184875,186280,187999,189670,191308,192272,193105,194218,196141,197409,198989,199546
Four Bedrooms,32.78238,-96.86945,-10783457.847424475,3866454.0444233175,6406,75212,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,62782,62788,62538,62560,62413,62828,62987,63583,63734,64177,64390,64836,64761,64817,65267,65837,66713,66671,67065,66882,67712,68019,68346,68448,69089,69899,70389,70439,70528,70727,70977,71172,71105,71187,71663,72056,72819,72917,73541,73533,73295,73450,73375,73617,73152,73148,73679,74053,74343,74574,74640,75406,76402,77497,78587,78809,79164,78414,77377,76918,76950,76989,77260,77321,78433,78139,77965,77864,78826,80447,81616,82412,82273,82427,82328,82376,81068,80733,81005,82075,82469,82672,83705,84847,85396,85791,85747,86029,86347,87183,87400,87118,86754,86932,86588,85833,86235,87332,89255,90381,91354,92110,93008,94376,95269,95985,96724,97957,99070,99049,99261,99814,101203,101306,101101,100569,101131,101222,101325,101363,101711,102877,103064,102983,102292,103023,103880,104629,104470,104602,104948,104561,103591,102188,101592,101740,102027,102092,101984,102472,103666,105107,105769,106557,107052,107062,106726,106307,106431,106130,105488,104746,103363,101495,99922,99824,100541,101706,102426,103181,103471,103858,104903,104940,105416,105741,107019,106685,105222,103728,102952,102074,101208,100325,99440,99360,98809,99027,98272,98312,99268,100048,100036,99091,98454,98099,97520,96753,96364,95625,94731,93901,93301,93507,93863,94373,94169,93798,93774,93372,92708,91605,91480,90959,90173,88752,87892,87721,87833,87848,87699,87644,87971,88835,89555,90346,91067,92025,92892,93370,94020,94733,95467,96557,97976,99185,100464,101774,103483,104926,106330,107676,109363,111235,113262,114915,115720,116900,118226,119565,119923,120344,121420,123569,125498,127521,129887,133218,137239,140628,142267,143977,146143,149227,150956,152766,154680,156489,156842,156262,156290,156940,159472,161571,164323,166552,169415,171631,173977,176448,179883,182980,184281,185132,186123,188786,191393,193340,194973,196152,197114,197947,198929,200739,202778,205619,207998,209709,210660,211716,213505,215651,217826,219969,221698,223038,224910,226167,227230,227949,229059
Five Bedrooms And More,32.78238,-96.86945,-10783457.847424475,3866454.0444233175,6406,75212,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,40242,40371,40403,40793,41059,41538,41771,42143,42365,42572,42849,43152,43175,43167,43326,43549,43881,43816,43988,44018,44476,44841,44873,44815,45249,45871,46317,46106,46025,46027,46263,46363,46137,46066,46197,46443,46552,46557,46723,46945,47017,47142,47165,47336,47404,47575,48102,48473,48621,48466,48507,49240,50063,50990,51518,51315,51006,50233,49951,49787,49979,49903,49968,49634,49943,49662,49670,50068,51105,52333,52716,53228,53496,54350,54560,54761,53944,53827,54262,55307,55778,56029,56763,57431,57639,57583,57838,58282,59074,59756,59862,59397,59021,59336,59168,58809,58866,59341,59889,60209,60589,61079,61795,62265,62316,62050,62116,62458,63005,63376,64120,64708,65401,65300,64866,64736,65563,66263,66920,67087,67582,68115,68150,68003,67368,67612,67923,68366,68109,67947,67934,68068,67942,67381,67160,67367,68001,68278,68436,68745,69172,69834,70007,70426,70157,69728,68985,68417,68378,68381,68462,67855,67103,65916,65324,65183,65927,67231,68702,69961,70542,70908,71462,72567,74092,75333,76166,75849,74841,73724,72892,72458,71913,71529,71016,70763,70275,70625,70724,71349,71991,72640,72563,71893,71343,70974,70257,68780,67630,66686,66407,66288,66115,66301,66656,67435,67885,68419,69631,71478,72889,73257,73514,73628,74233,74253,74783,75221,76058,76695,77499,78552,79903,82032,83750,85528,87062,88911,90627,92019,93627,95186,96359,97331,99101,100591,102513,104339,107515,110414,113133,115269,118146,121143,124068,125962,126706,127880,129222,130746,129794,129233,129651,132892,135438,138383,141500,145809,150128,153865,156326,159312,163046,167637,169917,171208,172250,174025,174675,174320,174992,176179,179716,181229,184208,185903,190077,192758,196532,198951,202872,207317,210455,213129,214466,219270,223583,228025,230307,233377,234998,235689,236133,238014,240717,244169,247220,248847,249272,249382,251246,252999,255189,258561,261313,262621,263510,263831,264570,264908,265940
