HomeType,Latitude,Longitude,mercator_x,mercator_y,SizeRank,Zip,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
Two Bedrooms,29.466781,-98.52519,-10967773.981110528,3435192.0090237805,1307,78201,TX,San Antonio,San Antonio-New Braunfels,Bexar County,65426,65544,65663,65838,65952,66123,66392,66627,66826,66965,67160,67235,67063,66816,66601,66655,66681,66607,66325,66278,66262,66382,66340,66361,66802,67345,67889,68034,68252,68461,68780,68807,68873,68836,68977,69350,69575,69872,70056,70517,71164,71801,72377,72783,73145,73548,73870,73998,74043,74022,74036,73789,73068,72414,71977,72036,72123,72047,71948,71855,71858,71787,71625,71576,71664,71744,71668,71345,71009,70833,70681,70532,70246,70122,70122,70273,70564,70756,70832,70878,70854,70940,71167,71443,71575,71439,71519,71504,71549,71588,71817,72168,72547,73004,73263,73667,74455,75390,75984,76594,77068,77739,78265,78914,79649,79886,80267,80323,80496,80763,81174,81511,81713,81699,81875,81736,81755,82071,82474,83103,83637,84298,84907,85434,85926,86671,87147,88021,88762,89694,90201,90294,90208,89901,89682,89616,90155,90813,91714,92410,92689,92572,92404,92686,93229,93705,94056,94070,93773,93135,92322,91141,90184,89489,89263,89111,88447,87786,87063,86735,86048,85454,84941,84788,84772,84883,84924,84754,84536,84443,84611,84931,85511,85697,85973,86105,86123,85488,84518,83759,83372,83213,82697,81968,80818,80037,79324,78878,78884,78964,79511,79388,79300,78713,78579,78357,78589,78890,78845,78939,78424,78677,78382,78803,79110,79370,79554,79823,80571,80982,81669,81856,82390,82500,82712,82723,82822,83492,83784,84047,83910,84138,84417,84283,84543,84719,85933,86568,87380,88213,89359,90295,90654,91254,92005,93750,94779,95996,95930,96856,97628,98121,98315,98834,100148,101402,102315,103046,104389,105739,107697,109315,111019,112852,114543,116348,117928,119388,120748,121743,122198,123025,124212,125694,125783,125439,126114,128145,130173,131714,132802,134264,135217,136178,136453,136932,138252,140258,141552,142764,143861,145651,146717,146996,147151,146381,145619,144769,145264,145849,146497,145797,145293,144611,144784,145441,146531,148212,150131,151981,152718
Three Bedrooms,29.466781,-98.52519,-10967773.981110528,3435192.0090237805,1307,78201,TX,San Antonio,San Antonio-New Braunfels,Bexar County,77441,77498,77593,77792,77936,78025,78127,78306,78471,78550,78623,78673,78488,78227,77963,77874,77780,77747,77613,77558,77514,77643,77697,77736,78213,78825,79458,79625,79868,80091,80451,80507,80561,80594,80770,81026,81048,81204,81308,81775,82346,82916,83407,83806,84230,84451,84668,84894,85181,85388,85478,85414,84660,83941,83341,83370,83430,83628,83696,83684,83530,83282,83043,82842,83111,83408,83593,83475,83300,83089,82857,82656,82578,82675,82963,83362,83800,84122,84342,84450,84492,84774,85289,85884,86166,86072,86004,85857,85776,85729,86077,86653,87158,87446,87571,87845,88563,89646,90481,91468,92191,93211,93926,94499,95277,95837,96521,96811,97166,97586,98104,98409,98721,98622,98444,98308,98508,98982,99326,99718,100173,100708,101308,101837,102294,103102,104086,105271,106026,106823,107594,108323,108785,108780,108807,108829,109360,109873,110410,111022,111408,111671,111501,111705,112023,112530,112938,113263,113346,113064,112721,111615,110739,109906,109762,109639,109237,108971,108417,107988,107296,106882,106384,106123,105954,106110,106285,106101,105744,105210,105061,105061,105409,105480,105669,105887,105828,105158,104059,103281,102741,102198,101467,100674,99666,98694,97891,97632,97907,97989,98137,97647,97338,97048,97219,97628,98155,98956,99461,99421,98733,98616,98769,99543,100282,100899,101194,101398,101784,101980,102189,102464,103282,104076,104757,105284,105738,106363,107019,107577,108041,108282,108580,108778,109437,110271,111435,112196,112666,113802,114773,115857,116503,118000,119802,122254,123563,124681,125080,126256,127646,128202,128991,129885,131496,132663,133604,133785,135134,136276,138371,139962,142454,145054,147017,148427,149411,150365,151215,152472,153097,154198,154983,156102,155764,155329,156074,157871,159795,161707,163371,164990,164940,164962,164671,165485,166465,167743,168308,168984,169781,170804,171332,171351,171723,171728,172064,172001,172720,173260,173968,174065,174195,174308,175065,176274,178235,180458,182735,184866,186766
Four Bedrooms,29.466781,-98.52519,-10967773.981110528,3435192.0090237805,1307,78201,TX,San Antonio,San Antonio-New Braunfels,Bexar County,97894,97958,97941,98112,98069,98051,97965,97968,98078,98212,98454,98677,98626,98424,98244,98033,98081,98038,97992,98104,98172,98329,98173,97991,98362,99009,99875,100298,100692,101117,101827,102127,102202,102068,102340,102852,103096,103262,103129,103456,104090,104909,105434,105767,106331,107005,107490,107692,107883,108071,108357,108687,108134,107349,106406,106272,106060,105924,105684,105520,105273,104884,104607,104088,104224,104375,104852,104917,105039,105102,105192,105350,105505,105861,106182,106698,106924,107212,107404,107703,107804,107852,108217,108694,109158,109178,109155,109059,109158,109293,109607,110177,110581,110804,110706,110651,111194,112289,113418,114551,115402,116450,117257,117597,118732,120156,121697,122679,123118,123700,124041,124560,125065,125373,125374,125654,125582,125510,125261,125365,125900,126362,127313,128004,128914,129716,130924,132304,133746,134926,136102,137195,138242,138615,138614,138439,138618,139131,139641,140090,139892,140014,140016,140594,140615,141143,141541,142111,142035,141539,141135,140152,139541,138703,138336,137616,136938,136141,135302,134564,134064,134069,133841,133588,133297,133287,133331,133040,132740,132428,132500,132687,132952,132803,132558,132824,133001,132952,132277,132060,131600,130966,129832,128815,127648,126338,125235,124546,124492,124137,124015,123380,123340,123327,123974,124524,125268,126418,127545,127909,127587,127676,128197,129055,129797,130515,131043,131442,131917,132096,132303,132810,133799,134759,135254,135605,135826,136265,136762,137554,138440,139369,140088,140169,140824,141961,144041,145444,146341,147542,148624,149853,150577,152069,154254,157346,158610,159056,158428,159610,161407,163158,164977,166618,168874,170211,170902,171088,172525,174260,176511,178192,180710,182903,184308,185094,185422,186190,187001,188497,190441,192725,194665,195720,195768,195778,197195,199152,201339,203783,206169,207956,207492,206989,206700,208241,209305,210701,210912,211733,212785,213523,214216,214200,215005,215657,216530,216845,217513,218073,218969,219474,219859,220407,221150,222732,224784,227015,229165,231212,233609
Five Bedrooms And More,29.466781,-98.52519,-10967773.981110528,3435192.0090237805,1307,78201,TX,San Antonio,San Antonio-New Braunfels,Bexar County,123889,124240,124294,124124,123775,123326,123420,123176,123138,123637,124485,125516,125593,125211,124772,125193,125869,126335,126150,126293,126842,126683,126613,126088,126873,127643,128869,129367,129743,130510,131215,132580,132700,132704,131844,131487,131402,131664,131332,131318,131870,133070,134156,134215,134753,135622,136418,137114,137507,138575,139746,140986,140743,139562,138304,137657,136596,135630,135502,135675,135356,134013,132939,131944,132240,133036,133669,133975,134597,135045,135117,134730,134638,134857,135024,135551,135505,135615,135790,136264,136304,136014,135893,136583,137550,138198,138326,137597,136851,135624,135252,135452,135680,135788,135591,135205,135371,136254,137890,139967,141779,143987,145148,145437,146725,148770,151000,152379,152559,153027,152616,152769,153005,153257,153698,154130,154251,154145,154030,154047,154685,155292,156690,157128,157846,158824,160170,161922,163110,163915,164653,166075,168220,169352,169865,170210,170643,170873,171293,171950,172386,172781,173035,173265,172480,171738,171282,171652,172020,171967,171237,169232,167411,165887,165300,164603,163687,162753,161737,160715,160194,160017,159387,159399,159890,161230,161782,161820,161649,162236,162980,163929,163590,162889,163015,163665,163799,162554,161075,160379,160103,159242,157926,156370,155374,154366,153951,154174,155266,156032,156481,156213,156128,156001,156703,157333,158385,159598,159756,158622,156676,155968,156314,156956,157575,158197,158547,158846,159153,159383,159701,160211,161153,162186,162870,163666,163906,164526,165025,165931,166409,167175,168083,168407,168957,169614,171428,172925,174358,175859,176997,178325,179272,180920,182990,185984,187924,189053,189086,189631,191044,192444,194711,196357,199765,201828,204019,206040,209412,212547,214941,217153,220232,223288,225347,226703,226515,226998,227281,228249,229071,230693,232554,234033,234580,235208,236901,239234,241493,244266,246363,247915,247128,246411,246548,248721,250381,251433,250856,250632,251375,252042,253110,252613,252992,253373,254930,255400,256138,256887,258832,260622,262137,263521,265136,268321,272223,276187,279038,282132,285808
Condominium and Co-operative Homes,29.466781,-98.52519,-10967773.981110528,3435192.0090237805,1307,78201,TX,San Antonio,San Antonio-New Braunfels,Bexar County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55048,54971,54660,54483,54271,54222,53765,53434,53214,53383,53610,54074,54574,54959,55601,55829,56263,56557,57757,58801,59689,59749,59743,59252,58775,58418,58299,58155,57970,57704,57327,56924,56629,56742,56914,57330,57768,58188,58491,58936,59448
Single-family Residences,29.466781,-98.52519,-10967773.981110528,3435192.0090237805,1307,78201,TX,San Antonio,San Antonio-New Braunfels,Bexar County,72876,72956,73076,73291,73453,73572,73723,73906,74076,74189,74305,74368,74181,73920,73628,73535,73421,73363,73170,73114,73045,73098,73073,73055,73483,74034,74645,74827,75069,75254,75569,75581,75644,75669,75841,76125,76195,76386,76496,76925,77520,78120,78680,79103,79503,79787,80005,80199,80413,80569,80648,80539,79750,79015,78400,78459,78547,78675,78731,78736,78678,78484,78275,78142,78430,78704,78833,78611,78372,78157,77936,77716,77537,77579,77765,78065,78420,78742,78957,79035,78996,79178,79579,80070,80318,80228,80253,80164,80096,80015,80304,80864,81394,81765,81955,82263,82968,83918,84613,85459,86156,87038,87628,88143,88901,89388,89998,90258,90616,91080,91635,92003,92286,92305,92346,92328,92497,92952,93314,93767,94175,94698,95227,95708,96131,96892,97707,98782,99555,100337,100978,101439,101730,101618,101565,101513,101969,102430,103026,103663,104010,104178,104023,104335,104783,105315,105729,106029,106079,105733,105165,103864,102827,101967,101844,101742,101400,101125,100590,100153,99494,99108,98695,98566,98462,98622,98631,98367,97834,97303,97214,97366,97794,97844,98082,98304,98278,97574,96561,95821,95364,94888,94109,93242,92111,91151,90302,89937,90210,90377,90672,90220,89925,89577,89746,90039,90531,91234,91604,91556,90775,90662,90646,91378,92034,92531,92765,92932,93373,93553,93899,94209,95103,95789,96423,96827,97250,97922,98462,98925,99245,99547,99838,99975,100447,101048,102050,102671,103139,104244,105328,106443,106998,108221,109702,111893,113122,114312,114757,116001,117284,117748,118256,119007,120557,121841,122844,123271,124678,125946,128031,129651,131962,134416,136499,138150,139440,140569,141647,142875,143450,144414,145250,146428,146230,145873,146639,148472,150296,151979,153369,154900,155201,155568,155576,156346,157453,158890,159569,160258,161038,162200,162836,162850,163094,162867,162878,162518,163114,163650,164400,164376,164444,164443,165095,166208,167935,169992,172137,174250,175862
One Bedroom,29.499454,-98.57166,-10972946.997847693,3439370.22689389,1367,78229,TX,San Antonio,San Antonio-New Braunfels,Bexar County,39269,39038,38950,38755,38590,38530,38249,38278,38319,38640,38820,39221,39880,40647,40990,41055,41051,40922,41215,41043,40956,40414,40273,39833,39090,38297,38033,38062,38232,38483,38630,38797,38791,38932,38849,38886,39052,39348,39609,39899,40248,40462,40581,40743,41050,41392,41747,41938,41796,41458,41061,40829,40278,39867,39729,39875,40009,39972,39949,40092,40248,40398,40471,40378,40440,40299,39841,39372,38959,38869,38586,38290,38162,38253,38412,38537,38519,38679,38921,39300,39502,39698,39896,40085,40136,40001,39927,39922,40347,40887,41457,41723,41904,42104,42406,42939,43649,44464,45012,45701,45995,46213,46412,46743,47473,47886,48569,48616,48779,48829,49479,49877,50330,50525,50817,51003,50922,51061,51055,51599,51870,52453,52544,52762,53010,53612,54111,54693,55335,55995,56438,56640,56919,56826,56795,56812,56848,56867,56861,57143,57426,57644,57710,57783,57667,57715,57810,58124,58487,58893,59327,59329,58978,58587,58543,58635,58887,59127,59266,59044,58577,57777,56902,56081,55794,55685,55737,55626,55431,54986,54534,54241,54367,54636,54831,54785,54707,54450,53864,53253,52813,52847,53004,52926,52358,51879,51637,51860,51717,51536,51489,51484,51425,51099,50703,50555,50696,50599,50326,49933,50018,50483,50913,51576,52055,52466,53054,53503,53770,54054,54732,55902,56680,56941,56753,56447,56363,56693,56975,57481,58185,58988,59533,59283,59198,59357,60331,60977,61620,61952,62458,62891,63257,63643,63609,63806,64216,64728,64769,65254,65939,66522,66622,66276,66208,66135,66824,67434,67703,67595,67784,68203,68672,69227,69795,70772,71409,72246,72660,73060,73487,74091,75018,75403,75506,75529,76099,76574,77038,77184,77769,78505,79278,80216,80434,80896,81040,81540,81444,81577,82150,83131,83516,83703,84018,84214,84322,84092,84424,84641,85262,85581,85664,85596,85894,86335,86712,87117,87911,89005,89935
Two Bedrooms,29.499454,-98.57166,-10972946.997847693,3439370.22689389,1367,78229,TX,San Antonio,San Antonio-New Braunfels,Bexar County,72018,71878,71774,71536,71276,71018,70869,70854,70924,71055,71199,71306,71264,71224,71423,71795,72245,72417,72329,72152,71983,71848,71685,71626,71889,72130,71895,71383,70835,70952,71356,71721,71887,71898,72042,72187,72263,72447,72772,73209,73821,74073,74273,74348,74653,75024,75232,75337,75236,75202,75259,75419,75039,74741,74355,74279,74051,73865,73838,73918,73996,73859,73588,73214,73110,72867,72792,72621,72544,72468,72340,72314,72250,72303,72434,72657,72955,73411,73819,74259,74596,74863,75151,75167,75156,74883,74855,74913,75225,75392,75765,76186,76600,76912,77078,77609,78580,79885,80844,81609,82035,82648,82848,82914,83079,83422,83938,84185,84198,84345,84584,84987,85116,85123,85209,85453,85798,86218,86569,86971,87421,87864,88451,88729,89116,89603,90330,91082,91652,92341,93177,94133,94883,95352,95636,96349,97613,98959,100078,100919,101812,102289,102629,102766,102952,103139,103443,103810,104005,103963,103914,103746,103517,103231,103066,102887,102827,102766,102693,102319,101813,101502,101275,101313,101455,102083,102591,103080,103089,103024,102722,102672,102552,102282,101889,101625,101423,100852,100006,99162,98929,98761,98830,98254,97677,96886,96524,96057,95816,95438,95082,94727,94220,94045,93819,94101,94398,94758,94705,94561,93929,93490,93542,93917,94201,94103,94051,94069,94152,94574,95264,96121,97116,98171,98767,98954,99239,99688,100316,100812,101415,101736,101732,101548,101669,101893,102325,102865,103252,103843,103919,104037,104071,104494,105360,106209,106579,106778,106973,107611,108130,108398,109027,110090,111098,111780,112072,112590,113403,114137,115040,115712,116772,117805,118661,118813,118989,119152,119507,119679,120061,120766,121359,121374,121309,121409,122100,122946,123763,124616,125314,125889,126029,126190,126483,127707,128750,129808,129922,130420,130828,131435,131632,131878,131915,131778,131957,132038,132440,132454,133004,133391,133929,134385,135281,136313,137764,139388,140832,142151,143469
Three Bedrooms,29.499454,-98.57166,-10972946.997847693,3439370.22689389,1367,78229,TX,San Antonio,San Antonio-New Braunfels,Bexar County,99733,99714,99723,99810,99917,99846,99739,99728,100005,100237,100402,100492,100405,100323,100275,100327,100176,100140,100087,100127,99825,99655,99501,99395,99625,99892,100091,99815,99765,100007,100482,100702,100791,100699,100731,100902,100996,101206,101474,102149,103022,103659,103972,103949,104126,104532,104996,105394,105594,105627,105644,105601,104938,104097,103314,103269,103225,103049,102855,102621,102502,102333,102203,102004,102014,102287,102708,102827,102873,102978,103030,103146,103165,103376,103531,103723,103987,104190,104402,104654,104849,105073,105392,105753,105909,105689,105614,105786,106263,106684,107187,107910,108628,109153,109355,109588,110534,112020,113374,114475,115132,116113,116766,117117,117522,118095,118941,119695,120063,120489,120852,121393,121784,121765,121785,122025,122642,123327,123947,124316,124812,125155,125983,126535,127562,128652,129819,130545,131135,131724,132666,133994,135422,136569,136937,137390,137808,138778,139970,141574,142697,143820,144528,145122,144888,144772,144898,145350,145581,145379,145068,144924,145025,144939,144558,144068,143810,143460,143181,142807,142577,142389,141876,140728,139614,138937,139044,139105,139286,139351,139353,139215,138979,138730,138716,139021,139077,138635,137623,136979,136458,136051,135826,135648,135592,135107,134794,134674,135015,135190,135239,134896,134584,134650,134804,134901,134788,134839,134699,134477,134065,134198,134723,135460,136115,136271,136342,136510,136885,137610,138471,139240,140041,140541,140914,141064,141521,142194,142953,143504,144340,144821,145306,145488,146026,146657,147537,148339,148816,149700,150314,151085,151157,151904,152844,154450,155274,156203,156512,157314,158010,158319,158886,160014,161660,162895,163416,163405,163923,164396,165649,166903,168825,170653,172046,172582,173086,173540,174604,175891,176721,177326,177807,178085,178015,177954,178764,179880,180754,181524,181932,182412,182987,184144,184834,186040,186662,187933,188010,188776,189415,190282,191012,191736,192577,192635,192816,192868,193449,193393,193838,194056,194549,195034,195804,196622,197487,198830,200434,202067,203799
Four Bedrooms,29.499454,-98.57166,-10972946.997847693,3439370.22689389,1367,78229,TX,San Antonio,San Antonio-New Braunfels,Bexar County,148508,148425,148456,148748,148890,149020,148840,148881,149069,149245,149379,149191,149181,149504,149943,150024,149736,149407,149389,149582,149805,150405,151102,152184,152805,152871,152633,152084,152375,152606,153370,153492,153500,152659,151789,150899,150609,150798,151229,152250,153667,155604,156701,157273,157142,157670,158207,159153,159631,160138,160454,160812,160009,158605,157299,156924,157090,157378,157579,157583,157537,157502,157514,157261,156683,156238,155933,155946,155960,155670,155369,155103,155051,154792,154580,154502,155395,156230,157012,157336,157555,158071,158794,159628,159992,159968,159887,159858,159859,160045,160862,161766,162462,162621,162561,162594,163684,165704,167828,169795,171067,172392,173121,173380,173829,174470,175663,176824,177222,177408,177322,177488,177900,178010,177818,178347,179477,180790,180881,180436,180555,181227,182428,183694,184812,186050,187604,188551,189463,190265,192843,195248,197706,198693,199484,199470,200092,201312,202949,204708,205310,206017,205468,205846,204997,204967,204375,204908,205125,205063,204300,204218,204444,204740,204540,204304,204250,203822,203429,202923,202676,202121,201581,200219,199626,199428,200178,200257,200365,200627,201138,201277,201066,200868,201084,201798,201862,201065,199326,198134,197635,197449,197168,196711,196016,195171,194573,193934,193741,193402,193810,194016,193983,193850,194209,194872,195716,196400,196502,196813,196789,197642,198265,198883,199343,199547,199671,199870,200228,201376,202958,203885,204716,205008,205728,206372,207548,208997,210350,211168,212384,213115,213661,214188,215571,217256,219021,220260,220860,221624,222064,222798,222764,223287,224272,226324,227323,228270,227886,228488,229085,229322,229895,231127,233076,234078,234371,233261,233091,232619,233831,234894,236846,238704,240039,240630,240965,241748,242582,243972,244494,245332,245917,246479,246409,246374,247364,248540,249646,250762,251907,253264,254530,256079,257054,258678,259955,261787,262043,262759,263183,264055,264828,265961,267241,267640,268102,267789,268311,268004,268891,269626,270760,271629,272736,273553,274628,276372,278556,281253,283822
Five Bedrooms And More,29.499454,-98.57166,-10972946.997847693,3439370.22689389,1367,78229,TX,San Antonio,San Antonio-New Braunfels,Bexar County,256946,259406,260698,263845,264215,264426,263822,265132,266582,267842,267428,266247,267228,267773,268520,266441,267335,268030,270053,268753,267936,266604,268450,270341,268135,263930,260116,259845,260934,262135,263559,265893,266745,267921,267417,268521,271054,275090,278343,281238,283167,285631,285595,285320,285264,286677,287806,288520,290566,293449,296517,298760,299200,299702,300951,302364,302703,302366,302783,303682,302531,301673,301169,301175,300845,299587,299452,299377,300618,300971,301144,300784,300419,299497,298008,296929,296696,295436,293723,292371,291623,291864,292461,294011,295559,295665,294006,291414,289560,290527,292552,294223,294371,293928,293121,291985,292716,295597,301058,306675,310291,312613,312449,313181,314944,317286,319319,320349,321177,321770,320252,319477,320518,322090,322888,323041,323552,324078,323838,325530,327413,329652,333938,338713,341740,341775,345594,349232,354373,356167,360667,362674,365370,366492,367436,366281,366937,370558,372770,375288,375394,379144,381220,383462,381937,381343,380370,380954,380754,381036,380790,379684,377750,376580,375630,376336,378015,379073,379832,380702,381798,381559,381550,382824,385697,387586,389281,389687,390150,390652,391132,392130,393193,394302,394459,394031,394040,393429,391606,390254,391052,392119,392376,391111,389150,387777,387350,387668,387321,386230,386545,386761,385455,382956,381964,382028,384392,385716,387052,387277,386956,386998,386648,386631,387880,390647,393007,394483,394401,395701,397078,397839,398975,401351,403809,406165,407534,409741,410623,411253,411039,410648,409932,409204,409920,410486,412900,414082,414292,412973,412273,412597,413703,415563,418225,423245,425453,426989,424641,424073,424056,424665,426158,428446,431192,431909,430686,427410,427857,428943,432502,434019,436318,438658,439703,440102,438598,438633,440234,442732,441798,439647,438747,439773,441061,440960,443516,443961,447214,449186,451733,453103,453123,454803,455104,457896,459101,461457,459774,459831,459041,459942,459505,460778,464538,468079,471346,471435,472518,472448,475325,478509,481497,483811,486898,489387,491498,493525,496490,500743,505297
