fips,Type,Zipcode,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,pct_change_2020
48201,1-Bedroom,77086,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,51735.0,51676.0,51478.0,50902.0,50218.0,49404.0,49022.0,49033.0,49571.0,50025.0,50679.0,51037.0,51306.0,51057.0,50861.0,51004.0,51309.0,51956.0,52505.0,53028.0,53149.0,53191.0,52866.0,52969.0,53230.0,53803.0,54365.0,55326.0,56681.0,58163.0,58756.0,58749.0,58144.0,58113.0,58122.0,58452.0,59166.0,60657.0,62471.0,63313.0,63464.0,62914.0,62790.0,62099.0,61889.0,61753.0,62580.0,63089.0,62907.0,62209.0,61315.0,60738.0,60003.0,59718.0,59871.0,60806.0,61665.0,62075.0,62196.0,62324.0,62596.0,62831.0,62539.0,62507.0,62945.0,63661.0,63813.0,63960.0,64125.0,64878.0,64542.0,64158.0,63759.0,63860.0,64575.0,65295.0,65581.0,65461.0,65549.0,65729.0,65731.0,65510.0,66432.0,67646.0,68791.0,68951.0,68728.0,68097.0,67442.0,67119.0,66669.0,66506.0,66098.0,65408.0,64397.0,62965.0,61732.0,61065.0,61197.0,61610.0,62479.0,62768.0,63558.0,63673.0,64774.0,65865.0,66812.0,67582.0,68371.0,69796.0,70668.0,71494.0,71414.0,71730.0,71756.0,71969.0,71299.0,70633.0,70408.0,71792.0,73286.0,73686.0,72872.0,72332.0,72951.0,73934.0,74809.0,75844.0,76915.0,78120.0,79061.0,78618.0,78263.0,77874.0,79096.0,79663.0,80130.0,80223.0,80247.0,80096.0,79956.0,79714.0,79584.0,79514.0,79322.0,78933.0,78316.0,78168.0,78106.0,77648.0,76898.0,76066.0,76212.0,77150.0,77953.0,78276.0,78352.0,79345.0,80157.0,80467.0,80106.0,80049.0,80766.0,81395.0,81081.0,79921.0,79017.0,78984.0,79322.0,79035.0,78796.0,79163.0,79560.0,79828.0,79704.0,79984.0,80215.0,79957.0,79433.0,78584.0,77211.0,76184.0,74797.0,73280.0,71765.0,71403.0,71172.0,70823.0,70057.0,70068.0,70318.0,70612.0,71312.0,71964.0,72982.0,73674.0,74240.0,73714.0,73011.0,72372.0,72719.0,73278.0,73825.0,74352.0,74243.0,74071.0,74138.0,74867.0,76469.0,78170.0,80340.0,82725.0,85014.0,86468.0,87341.0,87862.0,89634.0,91427.0,92975.0,94022.0,95242.0,96669.0,97952.0,98395.0,98715.0,99190.0,100193.0,101973.0,102955.0,104044.0,105388.0,107598.0,107966.0,107247.0,105939.0,106049.0,105814.0,106475.0,107284.0,108001.0,109130.0,110093.0,110561.0,109521.0,109585.0,111193.0,113225.0,114657.0,115901.0,116535.0,116757.0,117407.0,117530.0,117479.0,118123.0,119517.0,121900.0,123238.0,124882.0,124882.0,125324.0,125654.0,127243.0,127577.0,128466.0,130017.0,130628.0,131905.0,130621.0,130873.0,130578.0,133730.0,137380.0,140802.0,142227.0,143714.0,145490.0,147994.0,151311.0,154064.0,157158.0,159613.0,161691.0,162035.0,160693.0,160610.0,162230.0,165206.0,165880.0,164988.0,163386.0,162893.0,163314.0,163656.0,164565.0,165335.0,167062.0,168036.0,168610.0,168494.0,170005.0,1.9902424851397649
48029,1-Bedroom,78214,TX,San Antonio,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49349.0,50204.0,50519.0,51526.0,52386.0,53631.0,54530.0,55036.0,55483.0,55819.0,56253.0,56535.0,57040.0,57284.0,57736.0,57606.0,57069.0,56281.0,56366.0,57417.0,58037.0,58438.0,58805.0,59547.0,60077.0,60176.0,60367.0,61119.0,62695.0,63304.0,63287.0,62530.0,62812.0,63552.0,63960.0,63925.0,63318.0,63055.0,63557.0,64613.0,65989.0,67913.0,69255.0,70075.0,70131.0,70310.0,70679.0,71205.0,72994.0,75454.0,77071.0,77579.0,78003.0,78645.0,79465.0,80565.0,81614.0,82959.0,83848.0,86162.0,86555.0,86945.0,85936.0,86736.0,87099.0,88765.0,90931.0,92644.0,94220.0,94494.0,95370.0,94658.0,95384.0,95907.0,97890.0,99018.0,100562.0,100852.0,100919.0,101458.0,102464.0,104442.0,106294.0,10.527652549368215
48441,1-Bedroom,79601,TX,Abilene,Abilene,Taylor County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47890.0,47390.0,47028.0,46149.0,45541.0,44876.0,44576.0,44364.0,44407.0,44153.0,43562.0,42944.0,42355.0,42427.0,42474.0,42887.0,42881.0,43162.0,43189.0,43301.0,43190.0,43466.0,43931.0,44660.0,45672.0,46085.0,46351.0,46573.0,47196.0,47652.0,47816.0,47606.0,47430.0,47239.0,47975.0,48567.0,48747.0,48367.0,48095.0,47354.0,46617.0,45915.0,45678.0,45939.0,46104.0,46670.0,46501.0,45953.0,45334.0,45287.0,45584.0,45987.0,46119.0,46271.0,46075.0,45928.0,45844.0,45525.0,44923.0,44680.0,44843.0,45020.0,44916.0,44945.0,45204.0,45490.0,46008.0,46398.0,47180.0,47723.0,48641.0,49614.0,50526.0,51335.0,52197.0,53133.0,53630.0,53778.0,53637.0,53610.0,53016.0,52619.0,52214.0,51930.0,51588.0,51322.0,50795.0,50267.0,50222.0,50865.0,51591.0,51961.0,52280.0,52872.0,53437.0,53930.0,54211.0,54442.0,54756.0,54792.0,54727.0,54524.0,54304.0,54235.0,54578.0,54677.0,55096.0,54983.0,55186.0,55380.0,56010.0,56880.0,57767.0,58317.0,58652.0,59107.0,59399.0,60401.0,60942.0,62281.0,63156.0,64266.0,65268.0,66302.0,66770.0,66641.0,67030.0,67477.0,68219.0,67940.0,67605.0,66625.0,66424.0,66018.0,65401.0,64492.0,63946.0,64405.0,65234.0,66655.0,67898.0,68325.0,68618.0,69136.0,69126.0,68843.0,68505.0,69013.0,70108.0,71056.0,71208.0,70354.0,69081.0,68587.0,69199.0,70338.0,72009.0,73806.0,75345.0,76320.0,76619.0,76886.0,77634.0,78200.0,79102.0,79890.0,80195.0,80048.0,79596.0,79316.0,79380.0,79568.0,79948.0,80219.0,80413.0,81142.0,3.5796171780405492
48375,1-Bedroom,79119,TX,Amarillo,Amarillo,Potter County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85044.0,84758.0,83872.0,82084.0,80198.0,79206.0,78993.0,79757.0,79771.0,80062.0,79952.0,80194.0,80622.0,80916.0,82389.0,84184.0,86038.0,86674.0,86118.0,84572.0,84238.0,83841.0,84313.0,84384.0,84937.0,85036.0,84625.0,84420.0,84663.0,84860.0,85573.0,85874.0,86440.0,87127.0,87733.0,88238.0,86999.0,85640.0,83534.0,82371.0,81735.0,82324.0,83094.0,84061.0,84454.0,83851.0,82990.0,82732.0,84285.0,86600.0,88222.0,88328.0,87820.0,87527.0,87301.0,87199.0,86793.0,87078.0,87270.0,87519.0,87105.0,86388.0,86641.0,87405.0,88584.0,88679.0,88721.0,88974.0,89750.0,90734.0,91603.0,92034.0,92159.0,91970.0,91812.0,92354.0,92795.0,92926.0,92961.0,93133.0,94224.0,95676.0,97432.0,98079.0,97753.0,96951.0,97030.0,96704.0,96276.0,96094.0,95803.0,94997.0,93739.0,92629.0,92157.0,92595.0,94473.0,97481.0,98966.0,99631.0,100245.0,102052.0,104505.0,106980.0,108265.0,107404.0,105156.0,103878.0,104465.0,105319.0,106135.0,107399.0,108871.0,109760.0,110548.0,111578.0,113198.0,116213.0,120501.0,124057.0,124249.0,122097.0,121887.0,121890.0,122356.0,121565.0,120709.0,120265.0,120101.0,119971.0,119238.0,117154.0,115366.0,113854.0,112293.0,111014.0,110093.0,111316.0,112635.0,112551.0,111368.0,110092.0,109535.0,109867.0,110564.0,112287.0,112806.0,113776.0,114368.0,114099.0,113971.0,114886.0,116653.0,118504.0,120117.0,121903.0,124088.0,10.95506384992764
48029,1-Bedroom,78222,TX,San Antonio,San Antonio-New Braunfels,Bexar County,43027.0,43108.0,43306.0,43830.0,44353.0,44798.0,45208.0,45285.0,45549.0,45636.0,46181.0,46297.0,46281.0,46098.0,46058.0,45931.0,45752.0,45559.0,45295.0,45670.0,45913.0,46452.0,46370.0,46835.0,47453.0,48583.0,49406.0,49864.0,50177.0,50724.0,51567.0,52016.0,52004.0,51825.0,51673.0,51706.0,51775.0,51700.0,51715.0,51985.0,52686.0,53140.0,53208.0,53163.0,53566.0,54074.0,54453.0,54428.0,54330.0,54237.0,54300.0,54471.0,54214.0,53683.0,53236.0,52981.0,52899.0,52605.0,52588.0,52528.0,52488.0,52377.0,52299.0,52033.0,51870.0,52025.0,52304.0,52777.0,52708.0,52962.0,52788.0,53134.0,53374.0,53608.0,53569.0,53648.0,53703.0,54007.0,54135.0,54326.0,54398.0,54535.0,54929.0,54832.0,54414.0,54106.0,54156.0,54269.0,54657.0,54917.0,55607.0,55823.0,56322.0,56469.0,56672.0,57313.0,58342.0,59235.0,59769.0,60810.0,61434.0,61539.0,60903.0,60849.0,61211.0,61512.0,62018.0,61831.0,61963.0,61622.0,62309.0,61858.0,61832.0,61709.0,61941.0,61944.0,61886.0,62679.0,63168.0,63877.0,64152.0,65270.0,65259.0,65442.0,65273.0,65692.0,66265.0,66380.0,66278.0,65501.0,64871.0,64676.0,64707.0,64595.0,64359.0,64833.0,65007.0,65592.0,66100.0,67578.0,68604.0,68956.0,69126.0,69044.0,69385.0,69425.0,69623.0,69416.0,69604.0,69604.0,69416.0,68278.0,67046.0,66857.0,66976.0,67477.0,66841.0,66471.0,66162.0,66014.0,65604.0,64726.0,64152.0,64249.0,65050.0,65603.0,65941.0,65737.0,66236.0,66356.0,67050.0,67786.0,69181.0,70553.0,71095.0,71092.0,70749.0,70563.0,70118.0,69817.0,69428.0,69537.0,69076.0,68284.0,66659.0,65285.0,64834.0,64431.0,64374.0,63882.0,64137.0,64635.0,65314.0,65742.0,66227.0,66670.0,67478.0,68200.0,69165.0,70561.0,71778.0,73183.0,74070.0,74529.0,74424.0,74555.0,74634.0,75363.0,76157.0,77107.0,77357.0,77211.0,76648.0,76073.0,75452.0,75306.0,76169.0,76146.0,76234.0,75378.0,75819.0,76052.0,76484.0,76620.0,77250.0,77786.0,78280.0,78122.0,77621.0,77935.0,78514.0,79406.0,78483.0,77727.0,76906.0,77388.0,77917.0,78675.0,79041.0,79851.0,80556.0,81306.0,82105.0,83383.0,85191.0,86924.0,88335.0,88469.0,88527.0,89170.0,90843.0,92962.0,94335.0,95541.0,95573.0,95704.0,96018.0,97069.0,98420.0,100128.0,101215.0,101394.0,101318.0,101162.0,101715.0,102094.0,103524.0,104614.0,105708.0,106367.0,107695.0,109156.0,111025.0,112845.0,114735.0,115768.0,116662.0,117598.0,118715.0,120867.0,122773.0,123962.0,123033.0,122741.0,122845.0,124030.0,124288.0,124564.0,124968.0,125361.0,125917.0,125446.0,125068.0,125289.0,126728.0,127542.0,127976.0,127777.0,128281.0,129225.0,130010.0,3.7418515783051283
48201,1-Bedroom,77026,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92077.0,92253.0,91533.0,91079.0,90908.0,91664.0,92164.0,92553.0,92652.0,93169.0,93256.0,93032.0,92289.0,91144.0,91338.0,91515.0,91553.0,90302.0,88483.0,86506.0,84701.0,82777.0,81509.0,80890.0,80634.0,80677.0,79953.0,79107.0,77938.0,77081.0,77541.0,78796.0,80093.0,81015.0,81255.0,81010.0,80964.0,81151.0,82070.0,82317.0,82086.0,81074.0,80031.0,78304.0,77353.0,76121.0,76376.0,76812.0,77909.0,78567.0,78574.0,79308.0,81176.0,84209.0,86927.0,89727.0,92587.0,96227.0,98916.0,100479.0,99957.0,99942.0,99032.0,97596.0,94400.0,91255.0,88961.0,86541.0,84248.0,81310.0,78818.0,77001.0,76216.0,74934.0,74755.0,74910.0,76094.0,76923.0,76265.0,75991.0,74367.0,74354.0,73979.0,74021.0,73849.0,74689.0,75280.0,75052.0,73645.0,72423.0,72384.0,72830.0,74456.0,74710.0,74834.0,74079.0,73930.0,73749.0,73980.0,74818.0,76526.0,78315.0,80063.0,81017.0,81261.0,81836.0,82447.0,84295.0,85385.0,85613.0,84454.0,83531.0,82663.0,82509.0,82546.0,82823.0,82667.0,81996.0,81892.0,81337.0,81346.0,81362.0,82788.0,83003.0,83310.0,82537.0,82145.0,81797.0,82888.0,83803.0,84544.0,84552.0,84464.0,84508.0,84066.0,85326.0,85808.0,86967.0,86447.0,86528.0,85286.0,85176.0,84253.0,84437.0,84980.0,86768.0,88130.0,88781.0,90321.0,92001.0,93565.0,93932.0,95332.0,97670.0,101140.0,103999.0,106243.0,107533.0,109403.0,111404.0,113165.0,114793.0,117610.0,121329.0,124655.0,126558.0,30.75882180170352
48367,1-Bedroom,76082,TX,Springtown,Dallas-Fort Worth-Arlington,Parker County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191011.0,190365.0,188592.0,186254.0,185086.0,185585.0,185790.0,184325.0,182547.0,182566.0,184666.0,186512.0,186419.0,183671.0,182223.0,181262.0,179033.0,174689.0,170329.0,168649.0,167258.0,163675.0,158186.0,153163.0,150107.0,150161.0,150641.0,150419.0,150149.0,149514.0,149488.0,148081.0,147227.0,147334.0,147809.0,148359.0,149888.0,150932.0,151566.0,152330.0,152231.0,153023.0,153187.0,155630.0,157689.0,158277.0,156790.0,155708.0,154386.0,154093.0,153439.0,153277.0,155365.0,157469.0,162069.0,164434.0,165583.0,165229.0,166778.0,169250.0,171245.0,170517.0,171046.0,173546.0,178726.0,184603.0,186933.0,188198.0,189048.0,190309.0,190712.0,190042.0,191408.0,194661.0,197234.0,198183.0,196138.0,193754.0,193261.0,194794.0,197672.0,201632.0,205851.0,5.949797434698306
48485,1-Bedroom,76310,TX,Wichita Falls,Wichita Falls,Wichita County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66413.0,66966.0,67536.0,68093.0,68636.0,68711.0,68918.0,68430.0,67917.0,67457.0,67229.0,66921.0,66577.0,66267.0,65733.0,65929.0,65833.0,66284.0,66093.0,66522.0,66799.0,66889.0,66657.0,66586.0,66536.0,65972.0,65276.0,64039.0,63144.0,62199.0,61754.0,62006.0,62510.0,63246.0,63569.0,63562.0,63502.0,63689.0,63957.0,64390.0,64982.0,65731.0,66919.0,66938.0,66597.0,65531.0,65529.0,65762.0,66113.0,66178.0,66457.0,66777.0,66964.0,66761.0,66390.0,66786.0,67390.0,68080.0,68289.0,68621.0,68948.0,69482.0,69572.0,69760.0,69836.0,70683.0,71518.0,71545.0,71322.0,71287.0,71690.0,72001.0,72350.0,72690.0,73372.0,74069.0,74988.0,75592.0,76310.0,77636.0,6.700411085321178
48113,1-Bedroom,75180,TX,Balch Springs,Dallas-Fort Worth-Arlington,Dallas County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79559.0,79455.0,79764.0,80066.0,80057.0,80220.0,80548.0,81629.0,82316.0,83078.0,84019.0,85190.0,86422.0,87650.0,88529.0,89082.0,89686.0,89911.0,90668.0,90534.0,90873.0,90564.0,89993.0,89484.0,89311.0,89788.0,90352.0,91732.0,93812.0,95607.0,95587.0,95215.0,95346.0,96563.0,97815.0,98387.0,98237.0,97425.0,96048.0,94398.0,93233.0,93666.0,95605.0,97446.0,98959.0,101073.0,104033.0,106565.0,108641.0,109852.0,112252.0,114975.0,117727.0,119555.0,121587.0,124307.0,127293.0,128590.0,128677.0,128347.0,127907.0,127350.0,127054.0,126670.0,128257.0,129415.0,131402.0,131988.0,132801.0,133509.0,134515.0,135716.0,136850.0,138248.0,138609.0,138591.0,136404.0,134318.0,130822.0,3.7885871035042307
48141,1-Bedroom,79905,TX,El Paso,El Paso,El Paso County,54065.0,54084.0,54096.0,54460.0,54724.0,55281.0,55464.0,55544.0,55419.0,55357.0,55442.0,55350.0,55410.0,55635.0,55975.0,55847.0,55671.0,55001.0,55048.0,55029.0,55395.0,55244.0,55066.0,55169.0,55021.0,54886.0,54884.0,54987.0,55292.0,55657.0,55543.0,55682.0,55489.0,56148.0,56638.0,57092.0,57723.0,58136.0,58049.0,57982.0,58085.0,58385.0,58929.0,59570.0,60519.0,61078.0,61288.0,61312.0,60963.0,60569.0,60505.0,60818.0,61079.0,61417.0,61647.0,61830.0,62118.0,62304.0,62552.0,62836.0,63421.0,64377.0,65047.0,65665.0,65805.0,65599.0,64829.0,64198.0,63455.0,62941.0,62506.0,62368.0,62009.0,61618.0,61502.0,61277.0,61396.0,61488.0,61928.0,61817.0,61455.0,61317.0,61333.0,61428.0,61518.0,61480.0,61058.0,59952.0,58865.0,58458.0,58848.0,59808.0,60762.0,61071.0,61255.0,61358.0,61933.0,62247.0,62627.0,63771.0,65243.0,66333.0,66607.0,66099.0,65762.0,65810.0,66509.0,66865.0,67174.0,67867.0,68972.0,69553.0,70107.0,70198.0,70418.0,70570.0,70690.0,70848.0,70475.0,70654.0,70639.0,70615.0,70610.0,71223.0,70987.0,70722.0,70609.0,71694.0,73561.0,75058.0,75932.0,75585.0,75088.0,75020.0,74986.0,74850.0,75275.0,76346.0,77102.0,77163.0,76085.0,75273.0,74851.0,75465.0,76426.0,77038.0,77412.0,77351.0,77094.0,76323.0,76077.0,75584.0,75487.0,75239.0,75338.0,75357.0,74629.0,73761.0,72933.0,72592.0,72221.0,72132.0,70952.0,70280.0,69051.0,69283.0,69512.0,70117.0,70793.0,71105.0,71235.0,70766.0,70632.0,70189.0,70858.0,71458.0,73279.0,73416.0,73176.0,71890.0,71130.0,70826.0,71138.0,72171.0,73139.0,73783.0,74079.0,73915.0,73232.0,72457.0,71995.0,72126.0,72342.0,72418.0,71973.0,71231.0,70610.0,70932.0,71235.0,71596.0,71356.0,71274.0,71336.0,71645.0,71726.0,71772.0,71425.0,71290.0,70559.0,70121.0,69501.0,69177.0,69423.0,70169.0,70610.0,69874.0,69086.0,68650.0,69155.0,69036.0,69241.0,68717.0,68840.0,69027.0,69189.0,69118.0,68675.0,69140.0,69798.0,70589.0,70605.0,70721.0,71068.0,71361.0,70998.0,70221.0,69201.0,68263.0,67734.0,67788.0,68138.0,68324.0,68633.0,69063.0,68879.0,68685.0,68679.0,68561.0,68215.0,67929.0,68500.0,68858.0,68670.0,67884.0,67336.0,67072.0,67047.0,66970.0,66829.0,67571.0,69078.0,71008.0,71830.0,72092.0,71948.0,71956.0,71678.0,71419.0,72105.0,73372.0,74241.0,74617.0,74870.0,74998.0,74960.0,75101.0,75690.0,76705.0,77628.0,78369.0,78343.0,77660.0,77640.0,77713.0,77649.0,77042.0,76496.0,75931.0,75575.0,75143.0,75047.0,74982.0,75065.0,75464.0,75690.0,76027.0,76502.0,77496.0,78901.0,80553.0,82124.0,6.087105398322161
48085,1-Bedroom,75407,TX,Princeton,Dallas-Fort Worth-Arlington,Collin County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86934.0,87292.0,86886.0,86351.0,84820.0,83502.0,82491.0,82431.0,83052.0,84166.0,84689.0,84848.0,84641.0,84718.0,85302.0,85658.0,87034.0,88109.0,88547.0,87353.0,85625.0,83516.0,82467.0,82003.0,83049.0,83455.0,83919.0,84506.0,85461.0,86143.0,86808.0,87915.0,88245.0,88260.0,87714.0,87426.0,86079.0,83648.0,80707.0,78036.0,76309.0,75938.0,76592.0,77759.0,79333.0,81062.0,83411.0,85410.0,86192.0,87240.0,88451.0,89900.0,90191.0,89876.0,90547.0,91153.0,91744.0,91173.0,90437.0,89059.0,89169.0,89610.0,90229.0,89649.0,88973.0,88939.0,88053.0,86621.0,84731.0,83526.0,82004.0,81777.0,82011.0,83175.0,83877.0,85238.0,85961.0,85773.0,84989.0,84695.0,84956.0,86150.0,87635.0,87931.0,87583.0,86355.0,86235.0,85959.0,86494.0,87190.0,88029.0,88383.0,87910.0,86128.0,84382.0,83199.0,82572.0,82342.0,81672.0,81432.0,81327.0,81564.0,81335.0,81811.0,83208.0,85652.0,87604.0,88891.0,89093.0,88676.0,88225.0,87895.0,88041.0,88241.0,88735.0,88246.0,87709.0,87092.0,87980.0,89265.0,91342.0,93354.0,95043.0,96136.0,96904.0,98717.0,101791.0,105227.0,107484.0,108288.0,107519.0,107040.0,107245.0,107584.0,108448.0,109420.0,110734.0,110310.0,108595.0,107922.0,108629.0,110763.0,113454.0,116419.0,118810.0,121211.0,123193.0,125509.0,127496.0,129796.0,132568.0,133421.0,133354.0,133114.0,134394.0,135982.0,137451.0,138728.0,140236.0,141282.0,141604.0,141726.0,141486.0,142140.0,143657.0,145227.0,145197.0,145519.0,146032.0,148005.0,148937.0,149295.0,151120.0,154095.0,159355.0,164044.0,168196.0,169946.0,170488.0,170061.0,169896.0,169001.0,168485.0,168744.0,169091.0,169293.0,168665.0,169185.0,170410.0,173161.0,175237.0,175983.0,175197.0,175427.0,177080.0,180976.0,184349.0,187019.0,188160.0,188696.0,188803.0,188844.0,190279.0,193047.0,196710.0,199338.0,200574.0,199445.0,13.267449740230404
