fips,Type,Zipcode,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,pct_change_2020
48113,1-Bedroom,75219,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,87030.0,86422.0,86259.0,86114.0,85994.0,85977.0,85468.0,85783.0,86293.0,88020.0,88921.0,89769.0,89949.0,90971.0,91568.0,92085.0,92120.0,92165.0,92264.0,91735.0,91630.0,89825.0,89106.0,88207.0,88569.0,88665.0,89165.0,89279.0,90418.0,91068.0,93057.0,94361.0,94862.0,95270.0,95715.0,96370.0,96536.0,96516.0,96560.0,96345.0,95655.0,95978.0,95909.0,95914.0,95285.0,95352.0,96073.0,97920.0,100203.0,102318.0,103587.0,104873.0,106026.0,106767.0,107260.0,107236.0,108022.0,108680.0,109595.0,109934.0,109502.0,108611.0,108746.0,109325.0,110002.0,110001.0,109925.0,110640.0,110826.0,110698.0,109772.0,108895.0,108561.0,108539.0,107744.0,106933.0,106492.0,106700.0,107352.0,107812.0,108679.0,109433.0,109971.0,110663.0,110551.0,110823.0,110933.0,111230.0,111272.0,111522.0,111792.0,111960.0,112133.0,112762.0,113723.0,114092.0,114753.0,115553.0,117352.0,118822.0,119421.0,119351.0,118907.0,119099.0,119034.0,118839.0,118791.0,119014.0,120273.0,120434.0,120717.0,120427.0,121192.0,122139.0,123240.0,123591.0,123770.0,123111.0,123123.0,123156.0,123642.0,124886.0,125385.0,125853.0,125860.0,126550.0,127013.0,127871.0,128746.0,131053.0,131798.0,132367.0,131540.0,131033.0,130774.0,131112.0,131816.0,131735.0,131288.0,130570.0,130805.0,130583.0,131059.0,131232.0,131698.0,131309.0,130902.0,130420.0,130037.0,129836.0,130445.0,131066.0,130490.0,129123.0,128049.0,128217.0,128301.0,128689.0,128943.0,129547.0,129804.0,129645.0,129509.0,128738.0,128756.0,128815.0,129292.0,128848.0,128073.0,127170.0,126374.0,125489.0,124575.0,123630.0,122123.0,120819.0,119017.0,117836.0,116290.0,115330.0,114630.0,114211.0,113315.0,112061.0,111051.0,110523.0,110110.0,110472.0,111239.0,112097.0,112174.0,111697.0,111391.0,111472.0,111984.0,112515.0,112881.0,113161.0,113790.0,114169.0,114549.0,114788.0,115583.0,116571.0,117766.0,118259.0,118898.0,119792.0,121020.0,122560.0,123868.0,125132.0,126096.0,126966.0,127903.0,128709.0,129161.0,130016.0,130864.0,131903.0,132456.0,133048.0,133709.0,135333.0,137341.0,139127.0,140470.0,141782.0,143373.0,144938.0,146724.0,148305.0,149914.0,151113.0,152558.0,153009.0,153027.0,153335.0,154277.0,155739.0,156768.0,157890.0,158980.0,160298.0,162265.0,164344.0,166348.0,168111.0,170053.0,172311.0,174148.0,175585.0,176873.0,178264.0,179481.0,181352.0,182841.0,184184.0,184839.0,184143.0,184206.0,184194.0,185984.0,187710.0,189278.0,190615.0,191225.0,191200.0,191037.0,191098.0,191557.0,193136.0,193603.0,194582.0,194705.0,195845.0,197043.0,198118.0,199485.0,199949.0,200417.0,200641.0,201568.0,202379.0,203048.0,201601.0,200203.0,198396.0,198855.0,199070.0,199619.0,200075.0,200635.0,201229.0,201146.0,200776.0,200803.0,202118.0,203430.0,204575.0,203991.0,3.1144781144781146
48423,1-Bedroom,75703,TX,Tyler,Tyler,Smith County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94811.0,96048.0,96846.0,98204.0,99513.0,100806.0,102375.0,103713.0,105013.0,106294.0,107833.0,109471.0,111117.0,111617.0,112390.0,113977.0,115466.0,116741.0,117050.0,117671.0,118088.0,118262.0,117566.0,116396.0,114986.0,114680.0,114148.0,113179.0,112210.0,111324.0,110861.0,110228.0,109666.0,109189.0,109067.0,-7.67194872401955
48061,1-Bedroom,78550,TX,Harlingen,Brownsville-Harlingen,Cameron County,,,,,,,,,,,,,,,85644.0,84635.0,83906.0,82443.0,80961.0,80001.0,79456.0,79661.0,79731.0,79938.0,80504.0,80816.0,81389.0,81716.0,82546.0,83128.0,84269.0,84339.0,83949.0,82271.0,81895.0,82153.0,82846.0,83798.0,84565.0,85951.0,86497.0,87545.0,88300.0,90435.0,92185.0,94814.0,95721.0,95829.0,94731.0,93874.0,93314.0,93243.0,94016.0,94326.0,94374.0,93320.0,93861.0,94429.0,95292.0,95066.0,94479.0,94889.0,94497.0,93792.0,91421.0,89399.0,87825.0,86827.0,85661.0,84246.0,83240.0,83963.0,85446.0,85473.0,85491.0,84695.0,85952.0,87332.0,88693.0,89400.0,88886.0,88605.0,88301.0,87218.0,86194.0,86207.0,87136.0,87955.0,86501.0,84441.0,82840.0,82383.0,82984.0,83501.0,83447.0,83400.0,82947.0,82997.0,82529.0,83237.0,85418.0,88009.0,90028.0,91176.0,92188.0,92683.0,93842.0,95058.0,96826.0,97324.0,97795.0,97989.0,97758.0,97847.0,97203.0,96817.0,95759.0,95984.0,95378.0,94466.0,92548.0,91446.0,90381.0,89496.0,88366.0,87428.0,87190.0,87646.0,87913.0,87370.0,87313.0,87751.0,89396.0,90598.0,92453.0,92914.0,93615.0,92923.0,92409.0,91303.0,90997.0,90476.0,89241.0,87862.0,85887.0,84484.0,82338.0,81276.0,80707.0,81042.0,81328.0,81037.0,81030.0,81401.0,82808.0,83733.0,84410.0,84585.0,85016.0,85747.0,85098.0,84196.0,83121.0,83269.0,83104.0,82926.0,82838.0,82599.0,82476.0,82165.0,81925.0,81432.0,81185.0,81565.0,81596.0,81458.0,80967.0,80152.0,79060.0,78743.0,78926.0,79516.0,80057.0,80163.0,80603.0,80429.0,80522.0,80450.0,80290.0,80626.0,80408.0,79371.0,77759.0,75753.0,74037.0,72242.0,71377.0,70823.0,70640.0,69119.0,67957.0,67167.0,67391.0,68039.0,68538.0,69367.0,69923.0,70837.0,70934.0,70616.0,70409.0,71857.0,72996.0,72733.0,70765.0,69349.0,68705.0,68625.0,68359.0,68379.0,68364.0,69040.0,68936.0,68614.0,68261.0,68649.0,69717.0,70297.0,70784.0,70816.0,71378.0,71302.0,71340.0,70623.0,70437.0,69868.0,69546.0,68927.0,68748.0,68644.0,68203.0,67580.0,66817.0,67009.0,66951.0,66891.0,66766.0,66672.0,66843.0,67513.0,68655.0,69702.0,70186.0,70075.0,69749.0,68713.0,68501.0,68464.0,68447.0,68284.0,67799.0,67590.0,66792.0,65653.0,65074.0,65000.0,64980.0,65194.0,65323.0,65808.0,65427.0,64860.0,64506.0,63896.0,63542.0,63608.0,63951.0,64726.0,65512.0,66395.0,66235.0,65857.0,65928.0,66661.0,67427.0,67950.0,68730.0,68965.0,69181.0,68451.0,68002.0,67468.0,67655.0,67816.0,68068.0,67930.0,67722.0,67762.0,67595.0,67711.0,67637.0,-1.8183136373522801
48113,1-Bedroom,75080,TX,Richardson,Dallas-Fort Worth-Arlington,Dallas County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46717.0,46480.0,46296.0,46018.0,45635.0,45333.0,45054.0,45076.0,45064.0,45139.0,44745.0,44516.0,44218.0,44439.0,44616.0,44692.0,44991.0,45042.0,45232.0,44889.0,44856.0,44580.0,45012.0,45274.0,45460.0,45146.0,44774.0,44595.0,44262.0,44385.0,44277.0,44465.0,44022.0,43831.0,43496.0,43125.0,43126.0,42924.0,42918.0,42545.0,42405.0,41895.0,41480.0,41123.0,41534.0,42015.0,42622.0,43235.0,43668.0,44069.0,44379.0,44882.0,45488.0,46506.0,47813.0,49035.0,49423.0,49436.0,49416.0,49672.0,49819.0,50083.0,50680.0,51651.0,52072.0,52167.0,52262.0,53046.0,54115.0,55152.0,55906.0,56549.0,57219.0,57968.0,58410.0,58629.0,59027.0,59726.0,59853.0,59566.0,59305.0,59480.0,59876.0,60271.0,61198.0,61838.0,62464.0,62915.0,63891.0,64630.0,65591.0,66301.0,67296.0,68297.0,69395.0,70555.0,70838.0,71460.0,72202.0,73477.0,74335.0,74886.0,75782.0,77136.0,78839.0,80113.0,81001.0,81552.0,82599.0,83920.0,85409.0,86629.0,87932.0,90040.0,92483.0,94577.0,95809.0,97391.0,99588.0,102101.0,104179.0,105655.0,107282.0,109226.0,111518.0,113000.0,113656.0,113846.0,114095.0,114165.0,114034.0,114097.0,114596.0,115921.0,116833.0,118027.0,119092.0,122490.0,124885.0,126248.0,126483.0,127635.0,128903.0,129181.0,129474.0,129836.0,130670.0,130633.0,130544.0,128815.0,128218.0,128723.0,130285.0,131124.0,131771.0,132959.0,133940.0,2.9245786919128975
48029,1-Bedroom,78258,TX,San Antonio,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194991.0,195560.0,195959.0,196622.0,197393.0,199699.0,201564.0,203626.0,203701.0,205096.0,204313.0,202936.0,199564.0,197534.0,196089.0,194944.0,192811.0,188673.0,185771.0,182991.0,181927.0,179926.0,180800.0,182443.0,185471.0,186086.0,186060.0,185900.0,186622.0,187114.0,185994.0,184424.0,184346.0,183367.0,182162.0,181432.0,182702.0,185890.0,189932.0,194767.0,199500.0,203771.0,208747.0,213129.0,217011.0,220491.0,223036.0,223974.0,223795.0,225021.0,225927.0,226542.0,225176.0,225417.0,225658.0,226516.0,226019.0,226298.0,228224.0,229594.0,230846.0,230327.0,231566.0,231556.0,232143.0,232540.0,233637.0,234851.0,235724.0,237648.0,239208.0,242337.0,245212.0,248075.0,249786.0,252487.0,257160.0,262428.0,266148.0,269365.0,274756.0,281458.0,286687.0,288712.0,289647.0,291478.0,293642.0,296152.0,298130.0,298900.0,301005.0,304346.0,307286.0,306418.0,304917.0,306529.0,309822.0,312144.0,314088.0,316610.0,317849.0,316665.0,316795.0,316705.0,318264.0,318698.0,321850.0,322809.0,323557.0,323890.0,324983.0,325944.0,325164.0,326089.0,324712.0,324156.0,321793.0,322387.0,321990.0,322935.0,322886.0,323620.0,324151.0,324584.0,327174.0,330105.0,334172.0,337836.0,342480.0,346558.0,6.428666875910912
48113,1-Bedroom,75040,TX,Garland,Dallas-Fort Worth-Arlington,Dallas County,59378.0,59027.0,58868.0,58766.0,58384.0,58033.0,57588.0,58022.0,58462.0,59414.0,59816.0,60072.0,59799.0,60111.0,60692.0,61007.0,61621.0,62152.0,62910.0,62858.0,62792.0,62145.0,62008.0,62143.0,62746.0,62767.0,62535.0,62511.0,62932.0,63400.0,64017.0,64170.0,64674.0,64835.0,65776.0,66631.0,68172.0,69469.0,70424.0,70874.0,70924.0,71398.0,71391.0,71041.0,70266.0,70116.0,69457.0,68970.0,68148.0,68542.0,68823.0,68510.0,67630.0,66448.0,65740.0,65780.0,65339.0,64931.0,64553.0,64746.0,65348.0,64882.0,64908.0,65502.0,66704.0,67143.0,67825.0,67602.0,68096.0,67365.0,67528.0,67217.0,66322.0,64936.0,62866.0,61151.0,59589.0,59259.0,58859.0,59284.0,59761.0,61032.0,61459.0,61620.0,61541.0,62050.0,62561.0,62898.0,63536.0,63933.0,63851.0,63118.0,62107.0,61438.0,61153.0,60813.0,60457.0,59782.0,60092.0,60802.0,61197.0,61027.0,60676.0,60703.0,60477.0,60518.0,60162.0,59664.0,59418.0,59490.0,59566.0,58868.0,57733.0,56876.0,56681.0,56360.0,56256.0,55489.0,55316.0,55509.0,55891.0,56677.0,56658.0,56607.0,56578.0,57107.0,57479.0,58133.0,58537.0,59410.0,59732.0,60356.0,60711.0,60449.0,60279.0,60345.0,61059.0,61030.0,60767.0,60224.0,59928.0,59529.0,59198.0,58461.0,57984.0,57257.0,56876.0,56475.0,55836.0,55188.0,54785.0,54348.0,54085.0,53454.0,53076.0,52727.0,51930.0,51550.0,51180.0,51186.0,51003.0,50877.0,50937.0,50998.0,51081.0,51019.0,50885.0,51137.0,52247.0,53634.0,54590.0,55178.0,55683.0,56290.0,56136.0,55995.0,55615.0,55697.0,55855.0,55548.0,54599.0,53178.0,52151.0,51509.0,51462.0,51148.0,51029.0,50633.0,50509.0,50512.0,50493.0,50669.0,50484.0,50490.0,50243.0,49747.0,48875.0,48375.0,48315.0,48605.0,48982.0,49035.0,48905.0,48668.0,49047.0,49435.0,49953.0,50592.0,51390.0,52086.0,52733.0,53427.0,53867.0,54383.0,54810.0,55195.0,55204.0,55184.0,55571.0,56057.0,56337.0,56708.0,56618.0,57022.0,57336.0,57959.0,58737.0,59623.0,61039.0,62592.0,63934.0,64981.0,65886.0,66904.0,68301.0,69158.0,69973.0,70872.0,72028.0,73480.0,74612.0,75690.0,76528.0,77425.0,78908.0,80453.0,82201.0,83450.0,84886.0,86000.0,87241.0,88606.0,89978.0,91107.0,92100.0,93785.0,95364.0,96704.0,97579.0,99347.0,101870.0,104592.0,107098.0,108286.0,108881.0,110125.0,112591.0,115192.0,117517.0,119632.0,121500.0,123252.0,123396.0,123451.0,122680.0,123136.0,125246.0,128253.0,130658.0,131553.0,131204.0,131352.0,133162.0,135440.0,139557.0,143232.0,148301.0,152267.0,155088.0,156263.0,157660.0,160102.0,163750.0,167038.0,168873.0,169859.0,169647.0,169674.0,168821.0,168375.0,167702.0,10.578785948367013
48201,1-Bedroom,77042,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50773.0,50359.0,50338.0,50416.0,50756.0,50897.0,50779.0,50508.0,50045.0,49488.0,48980.0,48539.0,48138.0,48108.0,47964.0,47357.0,46380.0,45715.0,45566.0,45652.0,46003.0,46317.0,46728.0,46833.0,46875.0,46668.0,46464.0,46481.0,46452.0,46340.0,45891.0,45349.0,44780.0,44429.0,43733.0,43292.0,42819.0,42589.0,42293.0,41944.0,41798.0,41576.0,41364.0,41117.0,40772.0,40490.0,40417.0,40525.0,40608.0,40827.0,41006.0,41335.0,41439.0,41559.0,41713.0,41926.0,42190.0,42064.0,41830.0,41266.0,41094.0,40764.0,40510.0,40138.0,39971.0,40025.0,40254.0,40648.0,41072.0,41755.0,42603.0,43634.0,44251.0,44710.0,45113.0,45499.0,45765.0,46145.0,46500.0,46840.0,47030.0,47244.0,47523.0,47954.0,48556.0,49062.0,49913.0,50942.0,52347.0,53196.0,53984.0,54703.0,55478.0,55948.0,56061.0,56173.0,56413.0,57092.0,57305.0,57476.0,57394.0,57702.0,57897.0,57696.0,57540.0,57735.0,58381.0,58662.0,58703.0,58689.0,59258.0,59753.0,60197.0,60612.0,61194.0,62011.0,62861.0,63566.0,64202.0,65250.0,66415.0,67423.0,67732.0,68234.0,68590.0,68798.0,68806.0,69287.0,69940.0,70665.0,71007.0,71143.0,71323.0,71337.0,71438.0,71365.0,71381.0,71703.0,71971.0,72346.0,72510.0,72768.0,72933.0,73236.0,73121.0,73389.0,73502.0,73799.0,73923.0,73986.0,74206.0,74069.0,74015.0,73893.0,74055.0,74152.0,74536.0,74752.0,75174.0,75513.0,75985.0,2.322524695456578
48027,1-Bedroom,76549,TX,Killeen,Killeen-Temple,Bell County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112830.0,112773.0,112842.0,113309.0,113915.0,114512.0,114800.0,115394.0,116276.0,116926.0,117377.0,117879.0,118311.0,118746.0,119320.0,119984.0,120425.0,120556.0,120947.0,121291.0,121407.0,121799.0,122349.0,122753.0,123310.0,124295.0,124911.0,124905.0,124919.0,125621.0,126626.0,126942.0,127139.0,127438.0,128007.0,128201.0,128032.0,127714.0,127911.0,128105.0,128168.0,127741.0,127343.0,127040.0,126281.0,125398.0,124432.0,124572.0,124949.0,124877.0,124430.0,123181.0,122444.0,122309.0,121733.0,120960.0,120306.0,119339.0,117799.0,116202.0,116316.0,117664.0,118045.0,119151.0,119684.0,120138.0,120738.0,120892.0,120945.0,120137.0,121112.0,122021.0,121804.0,119783.0,118185.0,116976.0,116421.0,115522.0,113831.0,113073.0,111738.0,112354.0,111378.0,110853.0,108761.0,107275.0,105604.0,104173.0,102472.0,101320.0,101468.0,102094.0,104262.0,105254.0,105536.0,104523.0,104829.0,106438.0,109250.0,111420.0,112591.0,112632.0,111788.0,110658.0,109292.0,108189.0,108512.0,109108.0,109964.0,109052.0,108236.0,108004.0,109086.0,110343.0,111373.0,111810.0,111884.0,112777.0,114176.0,116114.0,116966.0,117354.0,116674.0,116209.0,116224.0,116902.0,118177.0,118648.0,118993.0,118663.0,118328.0,118017.0,117925.0,118917.0,119167.0,118970.0,117647.0,117070.0,116433.0,117155.0,117236.0,116700.0,114907.0,113401.0,112905.0,112698.0,113846.0,114326.0,115391.0,115199.0,115614.0,115942.0,116703.0,117191.0,117335.0,117536.0,118328.0,119470.0,120356.0,121548.0,122284.0,123257.0,122443.0,121009.0,119467.0,120644.0,123339.0,125449.0,124630.0,123130.0,121800.0,122403.0,123493.0,124667.0,126703.0,129072.0,132233.0,133575.0,134072.0,134195.0,134850.0,135783.0,137248.0,138067.0,138403.0,138605.0,139149.0,139967.0,140360.0,141098.0,142021.0,143723.0,146662.0,149918.0,152972.0,155766.0,11.45663324784332
48491,1-Bedroom,78681,TX,Round Rock,Austin-Round Rock,Williamson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187062.0,185159.0,183715.0,180706.0,177452.0,174534.0,171610.0,169124.0,166366.0,164714.0,164263.0,163477.0,163218.0,162699.0,162493.0,161370.0,160556.0,159385.0,158501.0,158297.0,159705.0,159832.0,157960.0,157011.0,155438.0,154792.0,153055.0,153545.0,154684.0,156040.0,157047.0,156612.0,154975.0,153599.0,153390.0,152650.0,152129.0,151560.0,151895.0,150330.0,148944.0,148392.0,149073.0,149837.0,149926.0,150030.0,150443.0,151316.0,152556.0,152718.0,152967.0,153551.0,153722.0,153499.0,152766.0,152658.0,152329.0,151709.0,150598.0,149224.0,147948.0,147862.0,148500.0,149729.0,150626.0,150130.0,148709.0,147242.0,146871.0,147144.0,147464.0,147786.0,147870.0,147274.0,145816.0,143685.0,141827.0,142105.0,143509.0,144145.0,143927.0,143599.0,144443.0,144678.0,144845.0,144867.0,145213.0,145526.0,145793.0,145034.0,143905.0,142850.0,142448.0,141760.0,140528.0,140510.0,140500.0,141170.0,141227.0,141862.0,142202.0,142458.0,142884.0,144976.0,146745.0,149178.0,150422.0,151388.0,151702.0,151954.0,152813.0,153742.0,155262.0,157561.0,159241.0,159599.0,159574.0,159113.0,159450.0,159615.0,161130.0,162637.0,164282.0,165650.0,166655.0,166140.0,166845.0,168214.0,171117.0,173167.0,175328.0,177272.0,178928.0,180491.0,181551.0,183219.0,184714.0,188114.0,190317.0,191702.0,191825.0,193112.0,194835.0,196050.0,197311.0,198176.0,199873.0,200187.0,201911.0,203049.0,204762.0,206254.0,207662.0,208795.0,209478.0,211401.0,213577.0,216331.0,218340.0,220643.0,221601.0,222784.0,224115.0,226358.0,227629.0,228738.0,229610.0,230153.0,230059.0,229630.0,229567.0,231102.0,232842.0,234221.0,234496.0,234277.0,235228.0,236853.0,239216.0,241092.0,241937.0,242652.0,243896.0,244574.0,245622.0,245440.0,246414.0,246834.0,247707.0,248160.0,249294.0,250321.0,251727.0,252465.0,253015.0,253198.0,253836.0,255510.0,257107.0,258864.0,260485.0,262393.0,263725.0,265716.0,268384.0,272045.0,275904.0,280360.0,284642.0,289231.0,12.13618241699365
48113,1-Bedroom,75061,TX,Irving,Dallas-Fort Worth-Arlington,Dallas County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73261.0,73170.0,73012.0,72297.0,71561.0,71507.0,72116.0,72571.0,72129.0,71195.0,70307.0,70030.0,70037.0,69959.0,69155.0,68582.0,68443.0,67938.0,67402.0,66449.0,66967.0,67874.0,69019.0,68924.0,68254.0,67595.0,67800.0,68403.0,68585.0,68150.0,66489.0,65811.0,64768.0,64173.0,63164.0,63037.0,63387.0,63700.0,64383.0,65009.0,65104.0,64671.0,63905.0,63133.0,62048.0,61068.0,60186.0,59089.0,57662.0,56872.0,56369.0,55956.0,55425.0,55464.0,56631.0,57730.0,59026.0,60074.0,61177.0,62072.0,62627.0,62254.0,61255.0,60218.0,59771.0,59433.0,58689.0,58253.0,57988.0,57869.0,57690.0,57880.0,58612.0,59697.0,60736.0,61808.0,62874.0,63562.0,64047.0,64311.0,64819.0,65419.0,65964.0,66535.0,67177.0,67732.0,68450.0,69062.0,69843.0,70893.0,72436.0,74033.0,75238.0,76226.0,77142.0,77393.0,77400.0,77845.0,78422.0,79028.0,79133.0,79487.0,79610.0,78960.0,78867.0,78727.0,79292.0,80041.0,80792.0,81449.0,82000.0,83448.0,85524.0,87652.0,89112.0,90867.0,91995.0,93484.0,94950.0,97081.0,99376.0,100850.0,101687.0,101151.0,100585.0,99825.0,100729.0,102097.0,103580.0,104187.0,103951.0,103813.0,103765.0,105048.0,107108.0,110025.0,112907.0,116008.0,117767.0,118725.0,118783.0,119331.0,120171.0,121538.0,122165.0,122157.0,122086.0,121670.0,119685.0,117765.0,116619.0,117316.0,117689.0,118210.0,118750.0,118678.0,119042.0,119348.0,119446.0,119669.0,121137.0,122515.0,123694.0,123813.0,6.066764420891964
